"transactionRecordId","dataSource","externalReference","amountPaise","currencyCode","transactionDate","ingestedAt","rawDescription","rawPayload","matchGroupId"
tx_8y374fpcud8,MERCHANT_LEDGER,ORD-QKWMLGXT,2551703,INR,2026-08-19,2026-08-22T22:37:22.044Z,MERCHANT_LEDGER_INVOICE: 25517.03 INR,"{""customerIdentifier"":""cust_9LF67JSJZ4"",""reference"":""ORD-QKWMLGXT""}",tx_pjvglworuh
tx_mr2x15dl12r,MERCHANT_LEDGER,ORD-IRXPTSQG,1174049,INR,2026-07-17,2026-08-23T11:26:40.044Z,MERCHANT_LEDGER_INVOICE: 11740.49 INR,"{""customerIdentifier"":""cust_O6FFQZGJQZ"",""reference"":""ORD-IRXPTSQG""}",tx_daedi9xmoc
tx_z3bne718c6k,MERCHANT_LEDGER,ORD-Y9MQ6LT7,3886674,INR,2026-08-16,2026-08-23T01:23:21.044Z,MERCHANT_LEDGER_INVOICE: 38866.74 INR,"{""customerIdentifier"":""cust_WDOEAT3YT8"",""reference"":""ORD-Y9MQ6LT7""}",tx_pnur88xh558
tx_hjnd1s6juil,MERCHANT_LEDGER,ORD-R40EQK8T,4419357,INR,2026-07-12,2026-08-23T14:39:26.044Z,MERCHANT_LEDGER_INVOICE: 44193.57 INR,"{""customerIdentifier"":""cust_1929T7QMP7"",""reference"":""ORD-R40EQK8T""}",tx_7s6xvpm078g
tx_xqym28jww3s,MERCHANT_LEDGER,ORD-KGQJZCSW,3919133,INR,2026-08-10,2026-08-23T10:33:53.044Z,MERCHANT_LEDGER_INVOICE: 39191.33 INR,"{""customerIdentifier"":""cust_NIIE2S9FCY"",""reference"":""ORD-KGQJZCSW""}",tx_kyneek2gl7r
tx_fk0pzour9u,MERCHANT_LEDGER,ORD-MRFZMHT3,1562384,INR,2026-08-01,2026-08-23T02:30:07.044Z,MERCHANT_LEDGER_INVOICE: 15623.84 INR,"{""customerIdentifier"":""cust_TQ970A2LWB"",""reference"":""ORD-MRFZMHT3""}",tx_gn0xw97o6b4
tx_zgszyjhf7bi,MERCHANT_LEDGER,ORD-B8JJ0LZM,3796796,INR,2026-07-20,2026-08-23T05:40:00.044Z,MERCHANT_LEDGER_INVOICE: 37967.96 INR,"{""customerIdentifier"":""cust_9XKZDEJRV4"",""reference"":""ORD-B8JJ0LZM""}",tx_13at1k6z4dsf
tx_16t0pywdzs2,MERCHANT_LEDGER,ORD-FWM7Q11S,3221796,INR,2026-07-18,2026-08-22T18:39:23.044Z,MERCHANT_LEDGER_INVOICE: 32217.96 INR,"{""customerIdentifier"":""cust_WXFKDZH7X2"",""reference"":""ORD-FWM7Q11S""}",tx_il65yofu12
tx_16ta1zp22rq,MERCHANT_LEDGER,ORD-MT3R15IF,290194,INR,2026-07-20,2026-08-23T06:41:11.044Z,MERCHANT_LEDGER_INVOICE: 2901.94 INR,"{""customerIdentifier"":""cust_SH8DXAXEET"",""reference"":""ORD-MT3R15IF""}",tx_wv8j7jb1fjg
tx_2rd7jlxszm3,MERCHANT_LEDGER,ORD-ZOKU5MPV,631796,INR,2026-08-03,2026-08-23T16:20:59.044Z,MERCHANT_LEDGER_INVOICE: 6317.96 INR,"{""customerIdentifier"":""cust_S37L0EK6LC"",""reference"":""ORD-ZOKU5MPV""}",tx_qles0ziu4yn
tx_rl31yylaiz,MERCHANT_LEDGER,ORD-D4MAJEPL,1253301,INR,2026-08-14,2026-08-23T10:52:08.044Z,MERCHANT_LEDGER_INVOICE: 12533.01 INR,"{""customerIdentifier"":""cust_UQXC1Y69IP"",""reference"":""ORD-D4MAJEPL""}",tx_2ws6n30coh
tx_jg0njezw6hb,MERCHANT_LEDGER,ORD-ZEC0W423,720154,INR,2026-07-08,2026-08-23T12:22:39.044Z,MERCHANT_LEDGER_INVOICE: 7201.54 INR,"{""customerIdentifier"":""cust_Q7NL2O6IOX"",""reference"":""ORD-ZEC0W423""}",tx_lgc7a10s1gp
tx_w2wkvtswaw,MERCHANT_LEDGER,ORD-O64YRFB6,2312754,INR,2026-07-27,2026-08-23T10:30:39.044Z,MERCHANT_LEDGER_INVOICE: 23127.54 INR,"{""customerIdentifier"":""cust_Y5YP5RDL9C"",""reference"":""ORD-O64YRFB6""}",tx_lqovpmis9l8
tx_cmrlshzjexh,MERCHANT_LEDGER,ORD-8UKJFJUS,2169705,INR,2026-07-11,2026-08-23T14:33:07.044Z,MERCHANT_LEDGER_INVOICE: 21697.05 INR,"{""customerIdentifier"":""cust_C1WI5LTNJU"",""reference"":""ORD-8UKJFJUS""}",tx_dsjc496hbf5
tx_qx1eku87yz,MERCHANT_LEDGER,ORD-917PESDC,932165,INR,2026-08-02,2026-08-23T06:10:13.044Z,MERCHANT_LEDGER_INVOICE: 9321.65 INR,"{""customerIdentifier"":""cust_Z6QRTNC1UN"",""reference"":""ORD-917PESDC""}",tx_v5scq0bpltd
tx_lqz3yqiuqk,MERCHANT_LEDGER,ORD-NEJ59TF5,3440985,INR,2026-07-13,2026-08-23T10:53:16.044Z,MERCHANT_LEDGER_INVOICE: 34409.85 INR,"{""customerIdentifier"":""cust_XMGVQZWE49"",""reference"":""ORD-NEJ59TF5""}",tx_uxbe31i43zj
tx_o9l4kjnzoe,MERCHANT_LEDGER,ORD-IL7NA8CQ,979719,INR,2026-07-13,2026-08-23T03:08:15.044Z,MERCHANT_LEDGER_INVOICE: 9797.19 INR,"{""customerIdentifier"":""cust_GVGSSRUTEW"",""reference"":""ORD-IL7NA8CQ""}",tx_qgb0tm94j9
tx_jf0pxtivom8,MERCHANT_LEDGER,ORD-I3XND7F8,638399,INR,2026-07-16,2026-08-23T07:55:23.044Z,MERCHANT_LEDGER_INVOICE: 6383.99 INR,"{""customerIdentifier"":""cust_HDEGWOA9H5"",""reference"":""ORD-I3XND7F8""}",tx_3ee17bblxza
tx_psw165s0xan,MERCHANT_LEDGER,ORD-17XF3W7W,1230918,INR,2026-07-16,2026-08-23T17:26:14.044Z,MERCHANT_LEDGER_INVOICE: 12309.18 INR,"{""customerIdentifier"":""cust_4LHN5SZ8AM"",""reference"":""ORD-17XF3W7W""}",tx_q59apnxitn8
tx_lxxnmfg4nx,MERCHANT_LEDGER,ORD-FHQMV4Q5,867501,INR,2026-07-23,2026-08-22T23:26:50.044Z,MERCHANT_LEDGER_INVOICE: 8675.01 INR,"{""customerIdentifier"":""cust_XYMIZ8SQWX"",""reference"":""ORD-FHQMV4Q5""}",tx_4dh0b7tpym7
tx_2pely3bs8ce,MERCHANT_LEDGER,ORD-ES2MQGJY,1285962,INR,2026-07-23,2026-08-22T20:10:36.044Z,MERCHANT_LEDGER_INVOICE: 12859.62 INR,"{""customerIdentifier"":""cust_POAENUJPK1"",""reference"":""ORD-ES2MQGJY""}",tx_o88rntnrq0r
tx_z0tdu1grrbn,MERCHANT_LEDGER,ORD-BZINODK1,4365855,INR,2026-07-22,2026-08-23T01:46:41.044Z,MERCHANT_LEDGER_INVOICE: 43658.55 INR,"{""customerIdentifier"":""cust_FM2PDXNUJJ"",""reference"":""ORD-BZINODK1""}",tx_iksqm6hpinh
tx_e1d84ud9res,MERCHANT_LEDGER,ORD-SN4F6SL6,2689309,INR,2026-07-18,2026-08-23T13:00:26.044Z,MERCHANT_LEDGER_INVOICE: 26893.09 INR,"{""customerIdentifier"":""cust_QZ26JE3E9K"",""reference"":""ORD-SN4F6SL6""}",tx_8dwyrmmrpye
tx_ldmbisrhnb,MERCHANT_LEDGER,ORD-QQHDSPTE,1214599,INR,2026-07-31,2026-08-23T07:27:09.044Z,MERCHANT_LEDGER_INVOICE: 12145.99 INR,"{""customerIdentifier"":""cust_DJLA1KKQIC"",""reference"":""ORD-QQHDSPTE""}",tx_5ts33vdtkyl
tx_64dxx9ui79,MERCHANT_LEDGER,ORD-GF9UK8KN,271550,INR,2026-08-15,2026-08-23T15:31:27.044Z,MERCHANT_LEDGER_INVOICE: 2715.5 INR,"{""customerIdentifier"":""cust_0S9QZR8X18"",""reference"":""ORD-GF9UK8KN""}",tx_z6euxk28a3h
tx_287cl3oyy68,MERCHANT_LEDGER,ORD-I9GVFTHW,1353952,INR,2026-07-14,2026-08-23T04:13:50.044Z,MERCHANT_LEDGER_INVOICE: 13539.52 INR,"{""customerIdentifier"":""cust_ZXAPYDHIAI"",""reference"":""ORD-I9GVFTHW""}",tx_o2gto0hzxg
tx_f74sgikm44o,MERCHANT_LEDGER,ORD-MYIMYGYN,1824941,INR,2026-08-15,2026-08-23T06:58:20.044Z,MERCHANT_LEDGER_INVOICE: 18249.41 INR,"{""customerIdentifier"":""cust_5BWT1X51BE"",""reference"":""ORD-MYIMYGYN""}",tx_khrd16q92l
tx_ftgyj9ppug6,MERCHANT_LEDGER,ORD-T0B8MGW5,886347,INR,2026-08-03,2026-08-22T20:35:45.044Z,MERCHANT_LEDGER_INVOICE: 8863.47 INR,"{""customerIdentifier"":""cust_PBZCSAI6ME"",""reference"":""ORD-T0B8MGW5""}",tx_lw71galydkj
tx_lagenhkqryk,MERCHANT_LEDGER,ORD-X65URRXL,1325872,INR,2026-07-12,2026-08-22T20:41:00.044Z,MERCHANT_LEDGER_INVOICE: 13258.72 INR,"{""customerIdentifier"":""cust_Z121NCU1J9"",""reference"":""ORD-X65URRXL""}",tx_858zcx7ervq
tx_cy3chyj6kkl,MERCHANT_LEDGER,ORD-QCIGKAJI,843476,INR,2026-08-02,2026-08-23T09:07:04.044Z,MERCHANT_LEDGER_INVOICE: 8434.76 INR,"{""customerIdentifier"":""cust_5NGWB50BDI"",""reference"":""ORD-QCIGKAJI""}",tx_i4f682wb5c
tx_y0rpqo6x3nh,MERCHANT_LEDGER,ORD-9U0DAON6,452380,INR,2026-07-24,2026-08-23T02:57:16.044Z,MERCHANT_LEDGER_INVOICE: 4523.8 INR,"{""customerIdentifier"":""cust_WRNB4M6ZTV"",""reference"":""ORD-9U0DAON6""}",tx_hx1kg1kqxcs
tx_592ygoq20ab,MERCHANT_LEDGER,ORD-6D6UTRIW,841139,INR,2026-08-07,2026-08-23T13:34:31.044Z,MERCHANT_LEDGER_INVOICE: 8411.39 INR,"{""customerIdentifier"":""cust_UC4Y5D0WEC"",""reference"":""ORD-6D6UTRIW""}",tx_hdmrev0vqa5
tx_wu0n5gfmuck,MERCHANT_LEDGER,ORD-7QSOXKJE,1914358,INR,2026-07-23,2026-08-23T17:45:43.047Z,MERCHANT_LEDGER_INVOICE: 19143.58 INR,"{""customerIdentifier"":""cust_651Q879LFM"",""reference"":""ORD-7QSOXKJE""}",tx_55k3rui8y0c
tx_u9kolqgzsc,MERCHANT_LEDGER,ORD-DTGQVY8O,3888859,INR,2026-07-22,2026-08-23T12:31:14.047Z,MERCHANT_LEDGER_INVOICE: 38888.59 INR,"{""customerIdentifier"":""cust_5JYHLLFOUD"",""reference"":""ORD-DTGQVY8O""}",tx_6l1ankr60wj
tx_6sfxgvnyiex,MERCHANT_LEDGER,ORD-2189QX1K,3841361,INR,2026-07-31,2026-08-23T18:09:23.047Z,MERCHANT_LEDGER_INVOICE: 38413.61 INR,"{""customerIdentifier"":""cust_Q2OQP5BMT0"",""reference"":""ORD-2189QX1K""}",tx_grcskqofiyv
tx_mwmkotaqfcg,MERCHANT_LEDGER,ORD-0J8X5RLD,2082387,INR,2026-08-04,2026-08-23T06:24:10.047Z,MERCHANT_LEDGER_INVOICE: 20823.87 INR,"{""customerIdentifier"":""cust_5A8T548KT4"",""reference"":""ORD-0J8X5RLD""}",tx_qa6yqhlkzf
tx_0jkzdb0k7v8,MERCHANT_LEDGER,ORD-RA8XLRC5,98490,INR,2026-07-10,2026-08-23T10:06:32.047Z,MERCHANT_LEDGER_INVOICE: 984.9 INR,"{""customerIdentifier"":""cust_KP9AO82QOW"",""reference"":""ORD-RA8XLRC5""}",tx_rdwmlyey2g
tx_9q979wlqtdp,MERCHANT_LEDGER,ORD-OO5J1CIG,4156939,INR,2026-07-24,2026-08-22T19:06:52.047Z,MERCHANT_LEDGER_INVOICE: 41569.39 INR,"{""customerIdentifier"":""cust_KCTV0G4B8W"",""reference"":""ORD-OO5J1CIG""}",tx_dsyv3gmlr6o
tx_1p53618ccdq,MERCHANT_LEDGER,ORD-QPJANIUY,2228991,INR,2026-07-06,2026-08-23T13:36:22.047Z,MERCHANT_LEDGER_INVOICE: 22289.91 INR,"{""customerIdentifier"":""cust_9OF8G8J3CR"",""reference"":""ORD-QPJANIUY""}",tx_63dtrfz0ryq
tx_hugollomr5b,MERCHANT_LEDGER,ORD-0AVXW55G,423351,INR,2026-07-06,2026-08-23T08:10:16.047Z,MERCHANT_LEDGER_INVOICE: 4233.51 INR,"{""customerIdentifier"":""cust_VARSVQ5USJ"",""reference"":""ORD-0AVXW55G""}",tx_wzdkggu1pcd
tx_9dezm32vc6,MERCHANT_LEDGER,ORD-GMOZXEWI,4064929,INR,2026-08-03,2026-08-23T05:38:43.047Z,MERCHANT_LEDGER_INVOICE: 40649.29 INR,"{""customerIdentifier"":""cust_TZGL3AB0IT"",""reference"":""ORD-GMOZXEWI""}",tx_x0ohtfca7eg
tx_m25z049srj,MERCHANT_LEDGER,ORD-4E6732EE,2377636,INR,2026-07-06,2026-08-23T18:07:38.047Z,MERCHANT_LEDGER_INVOICE: 23776.36 INR,"{""customerIdentifier"":""cust_LJF4Q4R52V"",""reference"":""ORD-4E6732EE""}",tx_my5re0h1rhp
tx_xqr5ajcsw4r,MERCHANT_LEDGER,ORD-ONUEMUMR,2303198,INR,2026-07-30,2026-08-22T18:53:48.047Z,MERCHANT_LEDGER_INVOICE: 23031.98 INR,"{""customerIdentifier"":""cust_UUU4N4GNVY"",""reference"":""ORD-ONUEMUMR""}",tx_2h3uy9knnrq
tx_8f5gwmlyulc,MERCHANT_LEDGER,ORD-YJDQ5JV2,4453735,INR,2026-07-23,2026-08-23T06:10:58.047Z,MERCHANT_LEDGER_INVOICE: 44537.35 INR,"{""customerIdentifier"":""cust_2CSRMT29PV"",""reference"":""ORD-YJDQ5JV2""}",tx_gd23ejii2co
tx_o9jg5cuvoxd,MERCHANT_LEDGER,ORD-1GW0E5MK,3127168,INR,2026-08-02,2026-08-23T08:49:10.047Z,MERCHANT_LEDGER_INVOICE: 31271.68 INR,"{""customerIdentifier"":""cust_O6FH3QFW7K"",""reference"":""ORD-1GW0E5MK""}",tx_z4nlvpbksj8
tx_nv3jnimbmw9,MERCHANT_LEDGER,ORD-A3U6S3R0,3593682,INR,2026-07-31,2026-08-23T05:57:56.047Z,MERCHANT_LEDGER_INVOICE: 35936.82 INR,"{""customerIdentifier"":""cust_YQTHJG4H47"",""reference"":""ORD-A3U6S3R0""}",tx_7crdcupk6i8
tx_2ebfsa9q0lw,MERCHANT_LEDGER,ORD-LH2LLGHL,396596,INR,2026-07-27,2026-08-22T23:00:12.047Z,MERCHANT_LEDGER_INVOICE: 3965.96 INR,"{""customerIdentifier"":""cust_PIV8255JDX"",""reference"":""ORD-LH2LLGHL""}",tx_np5ob5mrlfg
tx_44l28r55y1,MERCHANT_LEDGER,ORD-MMCW9MOC,1614832,INR,2026-07-26,2026-08-23T05:49:15.047Z,MERCHANT_LEDGER_INVOICE: 16148.32 INR,"{""customerIdentifier"":""cust_4AVNSFMZS5"",""reference"":""ORD-MMCW9MOC""}",tx_h4joe5sqorp
tx_0o0gfzcixhg,MERCHANT_LEDGER,ORD-KFJHBGNF,3190633,INR,2026-07-31,2026-08-23T16:26:37.047Z,MERCHANT_LEDGER_INVOICE: 31906.33 INR,"{""customerIdentifier"":""cust_MVZGARAK2L"",""reference"":""ORD-KFJHBGNF""}",tx_bnet6g7x36t
tx_moe1qdcj1q,MERCHANT_LEDGER,ORD-OF3T776B,4466235,INR,2026-08-08,2026-08-23T17:54:26.047Z,MERCHANT_LEDGER_INVOICE: 44662.35 INR,"{""customerIdentifier"":""cust_DEDOI0543H"",""reference"":""ORD-OF3T776B""}",tx_xggm7ilxccl
tx_97d2bcoe3oe,MERCHANT_LEDGER,ORD-7TON1CGP,1659906,INR,2026-07-11,2026-08-23T14:51:20.047Z,MERCHANT_LEDGER_INVOICE: 16599.06 INR,"{""customerIdentifier"":""cust_JKU1RN3WK1"",""reference"":""ORD-7TON1CGP""}",tx_evkc575ql0t
tx_il360ooys9,MERCHANT_LEDGER,ORD-ISND4NW7,3640418,INR,2026-07-25,2026-08-22T18:39:57.047Z,MERCHANT_LEDGER_INVOICE: 36404.18 INR,"{""customerIdentifier"":""cust_367R5B6SE1"",""reference"":""ORD-ISND4NW7""}",tx_5aygnxrnv3k
tx_5pk95wfcib6,MERCHANT_LEDGER,ORD-TL4S27EG,1390253,INR,2026-07-17,2026-08-23T09:53:34.047Z,MERCHANT_LEDGER_INVOICE: 13902.53 INR,"{""customerIdentifier"":""cust_4Y4NAFDTAN"",""reference"":""ORD-TL4S27EG""}",tx_up5upzk2la
tx_dqyxwpdmwl,MERCHANT_LEDGER,ORD-E8CDFRK1,1209585,INR,2026-07-19,2026-08-23T16:06:19.047Z,MERCHANT_LEDGER_INVOICE: 12095.85 INR,"{""customerIdentifier"":""cust_D95ASNDCAY"",""reference"":""ORD-E8CDFRK1""}",tx_0jxs07crlxge
tx_nyjg0bh5xh,MERCHANT_LEDGER,ORD-0UJWGMO8,61664,INR,2026-07-07,2026-08-23T03:01:39.047Z,MERCHANT_LEDGER_INVOICE: 616.64 INR,"{""customerIdentifier"":""cust_RN05UW9V09"",""reference"":""ORD-0UJWGMO8""}",tx_mwi9jphdn5c
tx_h3lz70340z,MERCHANT_LEDGER,ORD-MMWL9P65,2592180,INR,2026-07-19,2026-08-23T18:28:03.047Z,MERCHANT_LEDGER_INVOICE: 25921.8 INR,"{""customerIdentifier"":""cust_4TR03HW4AD"",""reference"":""ORD-MMWL9P65""}",tx_ps0a31g4v8
tx_0ckeafqrg5s6,MERCHANT_LEDGER,ORD-FT4NVYPH,1300520,INR,2026-07-12,2026-08-23T15:20:24.047Z,MERCHANT_LEDGER_INVOICE: 13005.2 INR,"{""customerIdentifier"":""cust_N4SMJLYAR6"",""reference"":""ORD-FT4NVYPH""}",tx_ajvsakssmn
tx_2qijpkrl5a6,MERCHANT_LEDGER,ORD-2TE8IAQ9,3936731,INR,2026-07-25,2026-08-22T19:57:24.047Z,MERCHANT_LEDGER_INVOICE: 39367.31 INR,"{""customerIdentifier"":""cust_9NT3K4IESY"",""reference"":""ORD-2TE8IAQ9""}",tx_3vhn683ur3d
tx_ljjmz7esias,MERCHANT_LEDGER,ORD-YKQ9AJ9N,4082526,INR,2026-07-07,2026-08-23T17:10:52.047Z,MERCHANT_LEDGER_INVOICE: 40825.26 INR,"{""customerIdentifier"":""cust_GM7MXW0D97"",""reference"":""ORD-YKQ9AJ9N""}",tx_cyglyyjdf5t
tx_mu3tfwwps9m,MERCHANT_LEDGER,ORD-9U69RYBI,3192164,INR,2026-08-02,2026-08-23T04:04:32.047Z,MERCHANT_LEDGER_INVOICE: 31921.64 INR,"{""customerIdentifier"":""cust_H6L8FXUTOF"",""reference"":""ORD-9U69RYBI""}",tx_6vidv9z7pjg
tx_63mcjbpdk7k,MERCHANT_LEDGER,ORD-OJMA40IA,396052,INR,2026-08-08,2026-08-23T12:22:35.047Z,MERCHANT_LEDGER_INVOICE: 3960.52 INR,"{""customerIdentifier"":""cust_EKZZ8B5CCC"",""reference"":""ORD-OJMA40IA""}",tx_pvedb8x21f
tx_hl3icjwfx0p,MERCHANT_LEDGER,ORD-PB6QN3SK,1811789,INR,2026-07-31,2026-08-23T18:25:48.047Z,MERCHANT_LEDGER_INVOICE: 18117.89 INR,"{""customerIdentifier"":""cust_RD1MHGKF7M"",""reference"":""ORD-PB6QN3SK""}",tx_6t2inos2wqt
tx_unnuaq9ji5c,MERCHANT_LEDGER,ORD-CHN3AXL9,125441,INR,2026-07-23,2026-08-23T04:46:14.047Z,MERCHANT_LEDGER_INVOICE: 1254.41 INR,"{""customerIdentifier"":""cust_HH9ZBRV81S"",""reference"":""ORD-CHN3AXL9""}",tx_1wzmugsungj
tx_erkj4oxksgm,MERCHANT_LEDGER,ORD-BLM6BHJ9,3076524,INR,2026-08-03,2026-08-23T06:00:30.047Z,MERCHANT_LEDGER_INVOICE: 30765.24 INR,"{""customerIdentifier"":""cust_41MTI3JX2D"",""reference"":""ORD-BLM6BHJ9""}",tx_ws3vr5wlo69
tx_tnwt1j9mqhb,MERCHANT_LEDGER,ORD-DWVCN9G4,2602667,INR,2026-08-02,2026-08-23T01:45:26.047Z,MERCHANT_LEDGER_INVOICE: 26026.67 INR,"{""customerIdentifier"":""cust_N67ZD9A6OA"",""reference"":""ORD-DWVCN9G4""}",tx_qd5t95thq4
tx_n22qgadepzp,MERCHANT_LEDGER,ORD-0TJMHWPC,3874598,INR,2026-07-25,2026-08-22T19:09:26.047Z,MERCHANT_LEDGER_INVOICE: 38745.98 INR,"{""customerIdentifier"":""cust_LZMU8EO4BS"",""reference"":""ORD-0TJMHWPC""}",tx_whtxvspmf2
tx_i1w1f0amrdq,MERCHANT_LEDGER,ORD-DUI6M3C2,1522232,INR,2026-08-14,2026-08-23T15:44:38.047Z,MERCHANT_LEDGER_INVOICE: 15222.32 INR,"{""customerIdentifier"":""cust_9311SHNI8J"",""reference"":""ORD-DUI6M3C2""}",tx_fbnrg3gs3wu
tx_i3rn1yaszge,MERCHANT_LEDGER,ORD-USK8VNZE,1651375,INR,2026-07-27,2026-08-23T13:15:19.047Z,MERCHANT_LEDGER_INVOICE: 16513.75 INR,"{""customerIdentifier"":""cust_FCRREF20XY"",""reference"":""ORD-USK8VNZE""}",tx_7m2wjrvy1va
tx_u8juvde5mno,MERCHANT_LEDGER,ORD-K32VR1PC,2777647,INR,2026-08-13,2026-08-22T23:31:13.047Z,MERCHANT_LEDGER_INVOICE: 27776.47 INR,"{""customerIdentifier"":""cust_IF524HIJH1"",""reference"":""ORD-K32VR1PC""}",tx_lhlxgrjmucq
tx_xhr32ywducc,MERCHANT_LEDGER,ORD-0APXGJ6F,2569246,INR,2026-07-27,2026-08-22T23:15:05.047Z,MERCHANT_LEDGER_INVOICE: 25692.46 INR,"{""customerIdentifier"":""cust_A6YF2ONIXE"",""reference"":""ORD-0APXGJ6F""}",tx_9xlhi0fw0w7
tx_lz40yjx3s7,MERCHANT_LEDGER,ORD-V2M8E2NY,742968,INR,2026-08-13,2026-08-22T23:57:02.047Z,MERCHANT_LEDGER_INVOICE: 7429.68 INR,"{""customerIdentifier"":""cust_AI47CX0ZH2"",""reference"":""ORD-V2M8E2NY""}",tx_q72b2c2kfz
tx_nwg894kg6y,MERCHANT_LEDGER,ORD-WOCGHVZ9,3559204,INR,2026-07-19,2026-08-22T22:18:12.048Z,MERCHANT_LEDGER_INVOICE: 35592.04 INR,"{""customerIdentifier"":""cust_WWSVOYEEF5"",""reference"":""ORD-WOCGHVZ9""}",tx_n7xqibxydd
tx_videdjtf8e,MERCHANT_LEDGER,ORD-XD6RRPZW,1545930,INR,2026-07-20,2026-08-23T01:15:14.048Z,MERCHANT_LEDGER_INVOICE: 15459.3 INR,"{""customerIdentifier"":""cust_XPVVMI04TT"",""reference"":""ORD-XD6RRPZW""}",tx_9ukytdw3jvf
tx_8ktb6fbemkm,MERCHANT_LEDGER,ORD-FK05IE10,1571605,INR,2026-08-15,2026-08-22T19:17:42.048Z,MERCHANT_LEDGER_INVOICE: 15716.05 INR,"{""customerIdentifier"":""cust_XV3Z9F21DK"",""reference"":""ORD-FK05IE10""}",tx_wa0hit8v5p
