"transactionRecordId","dataSource","externalReference","amountPaise","currencyCode","transactionDate","ingestedAt","rawDescription","rawPayload","matchGroupId"
tx_i279nhe42il,BANK_STATEMENT,UTRMAGQLZ1V,2398835,INR,2026-08-07,2026-08-22T17:49:13.044Z,BANK_CREDIT: 23988.35 INR - MONTHLY_SERVICE_SUBSCRIPTION,"{""sourceAccountNumber"":""acc_QVS1EKWY8G""}",
tx_2hmxj92d6ts,BANK_STATEMENT,UTRZOKU5MPV,610568,INR,2026-08-04,2026-08-23T11:38:05.044Z,BANK_CREDIT_SETTLEMENT: 6105.68 INR,"{""sourceAccountNumber"":""acc_619EXKTCTF9"",""reference"":""UTRZOKU5MPV""}",tx_qles0ziu4yn
tx_l0ggngushzb,BANK_STATEMENT,UTRD4MAJEPL,1211190,INR,2026-08-17,2026-08-23T15:54:47.044Z,BANK_CREDIT_SETTLEMENT: 12111.9 INR,"{""sourceAccountNumber"":""acc_L8IJGYAIH58"",""reference"":""UTRD4MAJEPL""}",tx_2ws6n30coh
tx_fdplrjyltc4,BANK_STATEMENT,UTRZEC0W423,695957,INR,2026-07-09,2026-08-23T02:48:32.044Z,BANK_CREDIT_SETTLEMENT: 6959.57 INR,"{""sourceAccountNumber"":""acc_9XR9D4BLSR"",""reference"":""UTRZEC0W423""}",tx_lgc7a10s1gp
tx_165py8x80uc,BANK_STATEMENT,UTRO64YRFB6,2235045,INR,2026-07-28,2026-08-23T00:10:44.044Z,BANK_CREDIT_SETTLEMENT: 22350.45 INR,"{""sourceAccountNumber"":""acc_2QSH8HY0ZZV"",""reference"":""UTRO64YRFB6""}",tx_lqovpmis9l8
tx_3jakq2kezhq,BANK_STATEMENT,UTR8UKJFJUS,2096803,INR,2026-07-12,2026-08-23T07:57:19.044Z,BANK_CREDIT_SETTLEMENT: 20968.03 INR,"{""sourceAccountNumber"":""acc_KS2LDUP8QD"",""reference"":""UTR8UKJFJUS""}",tx_dsjc496hbf5
tx_czujezxwzm6,BANK_STATEMENT,UTR917PESDC,900844,INR,2026-08-05,2026-08-23T13:04:44.044Z,BANK_CREDIT_SETTLEMENT: 9008.44 INR,"{""sourceAccountNumber"":""acc_ZDVBJYUPZIK"",""reference"":""UTR917PESDC""}",tx_v5scq0bpltd
tx_vxtozqyn19,BANK_STATEMENT,UTRNEJ59TF5,3324868,INR,2026-07-14,2026-08-22T19:19:58.044Z,BANK_CREDIT_SETTLEMENT: 33248.68 INR,"{""sourceAccountNumber"":""acc_E0HPQ83X1F"",""reference"":""UTRNEJ59TF5""}",tx_uxbe31i43zj
tx_lo7bq9skph9,BANK_STATEMENT,UTRIL7NA8CQ,946800,INR,2026-07-22,2026-08-23T13:31:53.044Z,BANK_CREDIT_SETTLEMENT: 9468 INR,"{""sourceAccountNumber"":""acc_VR599S8RFU"",""reference"":""UTRIL7NA8CQ""}",tx_qgb0tm94j9
tx_1nmekfkm5anh,BANK_STATEMENT,UTRI3XND7F8,616949,INR,2026-07-19,2026-08-23T15:31:22.044Z,BANK_CREDIT_SETTLEMENT: 6169.49 INR,"{""sourceAccountNumber"":""acc_IJEEW2VDXE"",""reference"":""UTRI3XND7F8""}",tx_3ee17bblxza
tx_tj5zoms8h5,BANK_STATEMENT,UTR17XF3W7W,1189559,INR,2026-07-17,2026-08-23T04:14:54.044Z,BANK_CREDIT_SETTLEMENT: 11895.59 INR,"{""sourceAccountNumber"":""acc_KTQU1ALJA"",""reference"":""UTR17XF3W7W""}",tx_q59apnxitn8
tx_3m4r984nbqj,BANK_STATEMENT,UTRFHQMV4Q5,838353,INR,2026-07-26,2026-08-23T02:56:26.044Z,BANK_CREDIT_SETTLEMENT: 8383.53 INR,"{""sourceAccountNumber"":""acc_YO35GP32IH"",""reference"":""UTRFHQMV4Q5""}",tx_4dh0b7tpym7
tx_corbkg4qkb,BANK_STATEMENT,UTRES2MQGJY,1242754,INR,2026-07-26,2026-08-23T14:52:01.044Z,BANK_CREDIT_SETTLEMENT: 12427.54 INR,"{""sourceAccountNumber"":""acc_PCO6K7P1KXK"",""reference"":""UTRES2MQGJY""}",tx_o88rntnrq0r
tx_3zduzy974l3,BANK_STATEMENT,UTROJGXUC54,312904,INR,2026-07-06,2026-08-22T15:11:38.044Z,BANK_CREDIT: 3129.04 INR - REFUNDED_CUSTOMER_REQUEST,"{""sourceAccountNumber"":""acc_1F87SX90S4W""}",
tx_9a3xoppuuhm,BANK_STATEMENT,UTRBZINODK1,4218662,INR,2026-07-24,2026-08-23T03:44:42.044Z,BANK_CREDIT_SETTLEMENT: 42186.62 INR,"{""sourceAccountNumber"":""acc_N8RQYJGEQ9G"",""reference"":""UTRBZINODK1""}",tx_iksqm6hpinh
tx_icnc40ywi9j,BANK_STATEMENT,UTRSN4F6SL6,2598948,INR,2026-07-29,2026-08-23T03:38:17.044Z,BANK_CREDIT_SETTLEMENT: 25989.48 INR,"{""sourceAccountNumber"":""acc_SRKBHU54DTP"",""reference"":""UTRSN4F6SL6""}",tx_8dwyrmmrpye
tx_zlfj354f8w,BANK_STATEMENT,UTRQQHDSPTE,1173788,INR,2026-08-01,2026-08-23T07:44:37.044Z,BANK_CREDIT_SETTLEMENT: 11737.88 INR,"{""sourceAccountNumber"":""acc_C4CZDYZCGAL"",""reference"":""UTRQQHDSPTE""}",tx_5ts33vdtkyl
tx_2vuo0vqmp7w,BANK_STATEMENT,UTRGF9UK8KN,262426,INR,2026-08-16,2026-08-23T09:18:10.044Z,BANK_CREDIT_SETTLEMENT: 2624.26 INR,"{""sourceAccountNumber"":""acc_VI8UT0CINYN"",""reference"":""UTRGF9UK8KN""}",tx_z6euxk28a3h
tx_fucnx8o7ng,BANK_STATEMENT,UTRI9GVFTHW,1308459,INR,2026-07-17,2026-08-23T08:46:35.044Z,BANK_CREDIT_SETTLEMENT: 13084.59 INR,"{""sourceAccountNumber"":""acc_B7NAOAV5FLQ"",""reference"":""UTRI9GVFTHW""}",tx_o2gto0hzxg
tx_2ee84vuif8y,BANK_STATEMENT,UTRMYIMYGYN,1763623,INR,2026-08-16,2026-08-22T18:37:49.044Z,BANK_CREDIT_SETTLEMENT: 17636.23 INR,"{""sourceAccountNumber"":""acc_M8U0CSHDAN"",""reference"":""UTRMYIMYGYN""}",tx_khrd16q92l
tx_o11ljslncfa,BANK_STATEMENT,UTRT0B8MGW5,856566,INR,2026-08-04,2026-08-23T01:45:25.044Z,BANK_CREDIT_SETTLEMENT: 8565.66 INR,"{""sourceAccountNumber"":""acc_PI39RS2IZHE"",""reference"":""UTRT0B8MGW5""}",tx_lw71galydkj
tx_jks21uii57h,BANK_STATEMENT,UTRX65URRXL,1280823,INR,2026-07-13,2026-08-23T16:22:12.044Z,BANK_CREDIT_SETTLEMENT: 12808.23 INR,"{""sourceAccountNumber"":""acc_RXTI8VO2Q2F"",""reference"":""UTRX65URRXL""}",tx_858zcx7ervq
tx_51mcva39zku,BANK_STATEMENT,UTRQCIGKAJI,646440,INR,2026-08-03,2026-08-23T02:27:29.044Z,BANK_CREDIT_SETTLEMENT: 6464.4 INR,"{""sourceAccountNumber"":""acc_DEC3RA4EVBM"",""reference"":""UTRQCIGKAJI""}",tx_i4f682wb5c
tx_i6or12xl4xe,BANK_STATEMENT,UTR9U0DAON6,436680,INR,2026-07-27,2026-08-23T04:10:50.044Z,BANK_CREDIT_SETTLEMENT: 4366.8 INR,"{""sourceAccountNumber"":""acc_0O0PUI6XV7NL"",""reference"":""UTR9U0DAON6""}",tx_hx1kg1kqxcs
tx_6ias3i77teq,BANK_STATEMENT,UTR6D6UTRIW,812877,INR,2026-08-10,2026-08-23T13:31:15.044Z,BANK_CREDIT_SETTLEMENT: 8128.77 INR,"{""sourceAccountNumber"":""acc_JJTT5VCP1QH"",""reference"":""UTR6D6UTRIW""}",tx_hdmrev0vqa5
tx_n91l03hs7g,BANK_STATEMENT,UTR7QSOXKJE,1850036,INR,2026-07-25,2026-08-23T16:25:55.046Z,BANK_CREDIT_SETTLEMENT: 18500.36 INR,"{""sourceAccountNumber"":""acc_SS4PWPQ6ZVJ"",""reference"":""UTR7QSOXKJE""}",tx_55k3rui8y0c
tx_7tzzg5hp3vq,BANK_STATEMENT,UTRDTGQVY8O,3757693,INR,2026-07-25,2026-08-23T17:47:47.047Z,BANK_CREDIT_SETTLEMENT: 37576.93 INR,"{""sourceAccountNumber"":""acc_CBAGCLLJL3K"",""reference"":""UTRDTGQVY8O""}",tx_6l1ankr60wj
tx_ot8a5e1gwsk,BANK_STATEMENT,UTR2189QX1K,3712791,INR,2026-08-01,2026-08-23T07:39:21.047Z,BANK_CREDIT_SETTLEMENT: 37127.91 INR,"{""sourceAccountNumber"":""acc_GR943S3149P"",""reference"":""UTR2189QX1K""}",tx_grcskqofiyv
tx_kj4b2didf4j,BANK_STATEMENT,UTR0J8X5RLD,2012419,INR,2026-08-07,2026-08-22T19:21:35.047Z,BANK_CREDIT_SETTLEMENT: 20124.19 INR,"{""sourceAccountNumber"":""acc_9HV2Y9JYAAS"",""reference"":""UTR0J8X5RLD""}",tx_qa6yqhlkzf
tx_1js7yb4k3wy,BANK_STATEMENT,UTRRA8XLRC5,75483,INR,2026-07-12,2026-08-22T20:11:26.047Z,BANK_CREDIT_SETTLEMENT: 754.83 INR,"{""sourceAccountNumber"":""acc_RY9VFVMV28"",""reference"":""UTRRA8XLRC5""}",tx_rdwmlyey2g
tx_6atemk3lonq,BANK_STATEMENT,UTROO5J1CIG,4017266,INR,2026-07-25,2026-08-23T05:09:38.047Z,BANK_CREDIT_SETTLEMENT: 40172.66 INR,"{""sourceAccountNumber"":""acc_TKOC6JBQI3"",""reference"":""UTROO5J1CIG""}",tx_dsyv3gmlr6o
tx_ig1ykve00jl,BANK_STATEMENT,UTRQPJANIUY,2154597,INR,2026-07-08,2026-08-23T14:16:23.047Z,BANK_CREDIT_SETTLEMENT: 21545.97 INR,"{""sourceAccountNumber"":""acc_N4BTEX7IFDL"",""reference"":""UTRQPJANIUY""}",tx_63dtrfz0ryq
tx_t8pnx5hgjgh,BANK_STATEMENT,UTR0AVXW55G,409126,INR,2026-07-08,2026-08-23T00:44:47.047Z,BANK_CREDIT_SETTLEMENT: 4091.26 INR,"{""sourceAccountNumber"":""acc_F8XZRRKTN6F"",""reference"":""UTR0AVXW55G""}",tx_wzdkggu1pcd
tx_s9opxog6zv,BANK_STATEMENT,UTRGMOZXEWI,3928347,INR,2026-08-06,2026-08-23T00:31:27.047Z,BANK_CREDIT_SETTLEMENT: 39283.47 INR,"{""sourceAccountNumber"":""acc_OXMU3IYXTMN"",""reference"":""UTRGMOZXEWI""}",tx_x0ohtfca7eg
tx_cy4zc4010m,BANK_STATEMENT,UTR4E6732EE,2297747,INR,2026-07-07,2026-08-23T15:25:48.047Z,BANK_CREDIT_SETTLEMENT: 22977.47 INR,"{""sourceAccountNumber"":""acc_DK3O070MMYL"",""reference"":""UTR4E6732EE""}",tx_my5re0h1rhp
tx_2pw7zy1r6ut,BANK_STATEMENT,UTRONUEMUMR,2226311,INR,2026-08-01,2026-08-23T02:07:04.047Z,BANK_CREDIT_SETTLEMENT: 22263.11 INR,"{""sourceAccountNumber"":""acc_CD8Q86OS6FO"",""reference"":""UTRONUEMUMR""}",tx_2h3uy9knnrq
tx_8q25oatl8el,BANK_STATEMENT,UTRYJDQ5JV2,4304090,INR,2026-07-26,2026-08-22T23:23:19.047Z,BANK_CREDIT_SETTLEMENT: 43040.9 INR,"{""sourceAccountNumber"":""acc_6A6V08YSK6"",""reference"":""UTRYJDQ5JV2""}",tx_gd23ejii2co
tx_qiwhv7xvujf,BANK_STATEMENT,UTR1GW0E5MK,3022095,INR,2026-08-05,2026-08-23T06:41:03.047Z,BANK_CREDIT_SETTLEMENT: 30220.95 INR,"{""sourceAccountNumber"":""acc_JW7E5AIAAID"",""reference"":""UTR1GW0E5MK""}",tx_z4nlvpbksj8
tx_94wu5of0o65,BANK_STATEMENT,UTRA3U6S3R0,3472934,INR,2026-08-01,2026-08-23T13:12:59.047Z,BANK_CREDIT_SETTLEMENT: 34729.34 INR,"{""sourceAccountNumber"":""acc_0M8M2KF7I4J"",""reference"":""UTRA3U6S3R0""}",tx_7crdcupk6i8
tx_a65nhx4i7sl,BANK_STATEMENT,UTRLH2LLGHL,383270,INR,2026-07-29,2026-08-23T05:49:38.047Z,BANK_CREDIT_SETTLEMENT: 3832.7 INR,"{""sourceAccountNumber"":""acc_UV8T1M6QG3H"",""reference"":""UTRLH2LLGHL""}",tx_np5ob5mrlfg
tx_o9r9ho1h9dh,BANK_STATEMENT,UTRMMCW9MOC,1560574,INR,2026-07-27,2026-08-23T01:54:19.047Z,BANK_CREDIT_SETTLEMENT: 15605.74 INR,"{""sourceAccountNumber"":""acc_84BY4JC90IF"",""reference"":""UTRMMCW9MOC""}",tx_h4joe5sqorp
tx_rxzxy5t9l3,BANK_STATEMENT,UTRKFJHBGNF,2445301,INR,2026-08-02,2026-08-23T13:01:03.047Z,BANK_CREDIT_SETTLEMENT: 24453.01 INR,"{""sourceAccountNumber"":""acc_OI7N3MNXZ5O"",""reference"":""UTRKFJHBGNF""}",tx_bnet6g7x36t
tx_adgm76jzsiu,BANK_STATEMENT,UTROF3T776B,4316170,INR,2026-08-10,2026-08-22T18:57:21.047Z,BANK_CREDIT_SETTLEMENT: 43161.7 INR,"{""sourceAccountNumber"":""acc_9Y9G8QVZJSL"",""reference"":""UTROF3T776B""}",tx_xggm7ilxccl
tx_gm72jckvj1s,BANK_STATEMENT,UTR7TON1CGP,1603633,INR,2026-07-14,2026-08-22T20:37:30.047Z,BANK_CREDIT_SETTLEMENT: 16036.33 INR,"{""sourceAccountNumber"":""acc_Q5BK940YEH"",""reference"":""UTR7TON1CGP""}",tx_evkc575ql0t
tx_mjv65941ns8,BANK_STATEMENT,UTRISND4NW7,3518600,INR,2026-07-27,2026-08-22T23:11:09.047Z,BANK_CREDIT_SETTLEMENT: 35186 INR,"{""sourceAccountNumber"":""acc_5EKA1B7RR4"",""reference"":""UTRISND4NW7""}",tx_5aygnxrnv3k
tx_qowii8cvzdh,BANK_STATEMENT,UTRTL4S27EG,1343540,INR,2026-07-19,2026-08-23T13:50:20.047Z,BANK_CREDIT_SETTLEMENT: 13435.4 INR,"{""sourceAccountNumber"":""acc_PPQ01ICEVA"",""reference"":""UTRTL4S27EG""}",tx_up5upzk2la
tx_rh6wipiks,BANK_STATEMENT,UTRE8CDFRK1,1168443,INR,2026-07-21,2026-08-23T03:16:01.047Z,BANK_CREDIT_SETTLEMENT: 11684.43 INR,"{""sourceAccountNumber"":""acc_KIEPHLAATJS"",""reference"":""UTRE8CDFRK1""}",tx_0jxs07crlxge
tx_z3h5ukdes2p,BANK_STATEMENT,UTR0UJWGMO8,59592,INR,2026-07-10,2026-08-22T20:56:05.047Z,BANK_CREDIT_SETTLEMENT: 595.92 INR,"{""sourceAccountNumber"":""acc_KDA8H3EXKZB"",""reference"":""UTR0UJWGMO8""}",tx_mwi9jphdn5c
tx_67v7qge486i,BANK_STATEMENT,UTRMMWL9P65,2505083,INR,2026-07-20,2026-08-23T01:06:46.047Z,BANK_CREDIT_SETTLEMENT: 25050.83 INR,"{""sourceAccountNumber"":""acc_MQYN1HQLK6"",""reference"":""UTRMMWL9P65""}",tx_ps0a31g4v8
tx_9nwztw5u9wf,BANK_STATEMENT,UTRFT4NVYPH,1256823,INR,2026-07-15,2026-08-23T08:22:45.047Z,BANK_CREDIT_SETTLEMENT: 12568.23 INR,"{""sourceAccountNumber"":""acc_LBNQTCJVA2C"",""reference"":""UTRFT4NVYPH""}",tx_ajvsakssmn
tx_8aq9xc4o3fh,BANK_STATEMENT,UTR2TE8IAQ9,3804457,INR,2026-07-26,2026-08-22T18:55:08.047Z,BANK_CREDIT_SETTLEMENT: 38044.57 INR,"{""sourceAccountNumber"":""acc_AMJEGBN6DLU"",""reference"":""UTR2TE8IAQ9""}",tx_3vhn683ur3d
tx_tygncviq3sg,BANK_STATEMENT,UTRYKQ9AJ9N,3945353,INR,2026-07-08,2026-08-23T17:06:54.047Z,BANK_CREDIT_SETTLEMENT: 39453.53 INR,"{""sourceAccountNumber"":""acc_RRQ7IYRRRXS"",""reference"":""UTRYKQ9AJ9N""}",tx_cyglyyjdf5t
tx_9wkht0ohmyl,BANK_STATEMENT,UTR9U69RYBI,3084407,INR,2026-08-05,2026-08-22T23:18:34.047Z,BANK_CREDIT_SETTLEMENT: 30844.07 INR,"{""sourceAccountNumber"":""acc_YNZQDBYTML8"",""reference"":""UTR9U69RYBI""}",tx_6vidv9z7pjg
tx_ol7glhn9xmt,BANK_STATEMENT,UTROJMA40IA,382745,INR,2026-08-10,2026-08-23T14:39:53.047Z,BANK_CREDIT_SETTLEMENT: 3827.45 INR,"{""sourceAccountNumber"":""acc_0Y87EZKPJN2E"",""reference"":""UTROJMA40IA""}",tx_pvedb8x21f
tx_1k5ssbh1r5u,BANK_STATEMENT,UTRPB6QN3SK,1751413,INR,2026-08-03,2026-08-23T05:51:07.047Z,BANK_CREDIT_SETTLEMENT: 17514.13 INR,"{""sourceAccountNumber"":""acc_X5NE0ZQ2J3"",""reference"":""UTRPB6QN3SK""}",tx_6t2inos2wqt
tx_vjxq7viij2,BANK_STATEMENT,UTRCHN3AXL9,121226,INR,2026-07-26,2026-08-22T20:24:23.047Z,BANK_CREDIT_SETTLEMENT: 1212.26 INR,"{""sourceAccountNumber"":""acc_IC5YXHP2EP"",""reference"":""UTRCHN3AXL9""}",tx_1wzmugsungj
tx_xpm0ff4o7gl,BANK_STATEMENT,UTRBLM6BHJ9,2973153,INR,2026-08-06,2026-08-23T03:37:46.047Z,BANK_CREDIT_SETTLEMENT: 29731.53 INR,"{""sourceAccountNumber"":""acc_1XM1FBTHJDX"",""reference"":""UTRBLM6BHJ9""}",tx_ws3vr5wlo69
tx_fovekcqcbte,BANK_STATEMENT,UTRDWVCN9G4,2514717,INR,2026-08-03,2026-08-23T10:37:04.047Z,BANK_CREDIT_SETTLEMENT: 25147.17 INR,"{""sourceAccountNumber"":""acc_U2SZX1DQHI"",""reference"":""UTRDWVCN9G4""}",tx_qd5t95thq4
tx_hky3fc9ykw5,BANK_STATEMENT,UTR0TJMHWPC,3744412,INR,2026-07-26,2026-08-23T14:12:16.047Z,BANK_CREDIT_SETTLEMENT: 37444.12 INR,"{""sourceAccountNumber"":""acc_CSMFK5PYL8L"",""reference"":""UTR0TJMHWPC""}",tx_whtxvspmf2
tx_fgfy831l42d,BANK_STATEMENT,UTRDUI6M3C2,1471085,INR,2026-08-17,2026-08-23T08:17:18.047Z,BANK_CREDIT_SETTLEMENT: 14710.85 INR,"{""sourceAccountNumber"":""acc_JFH34LV699S"",""reference"":""UTRDUI6M3C2""}",tx_fbnrg3gs3wu
tx_hynxpjb8mf,BANK_STATEMENT,UTRUSK8VNZE,1595889,INR,2026-07-29,2026-08-23T10:57:10.047Z,BANK_CREDIT_SETTLEMENT: 15958.89 INR,"{""sourceAccountNumber"":""acc_3FT7A9BBCRD"",""reference"":""UTRUSK8VNZE""}",tx_7m2wjrvy1va
tx_vkamxpluzcm,BANK_STATEMENT,UTRCT3N2HW9,1690321,INR,2026-07-09,2026-08-22T17:31:00.047Z,BANK_CREDIT: 16903.21 INR - ONLINE_SUBSCRIPTION_PURCHASE,"{""sourceAccountNumber"":""acc_9I5FI50XH1W""}",
tx_6j904ptsklx,BANK_STATEMENT,UTRK32VR1PC,2683818,INR,2026-08-14,2026-08-23T17:01:30.047Z,BANK_CREDIT_SETTLEMENT: 26838.18 INR,"{""sourceAccountNumber"":""acc_HYREBTWTJEC"",""reference"":""UTRK32VR1PC""}",tx_lhlxgrjmucq
tx_j30hcm9mtkp,BANK_STATEMENT,UTR0APXGJ6F,2482919,INR,2026-07-30,2026-08-23T11:15:47.047Z,BANK_CREDIT_SETTLEMENT: 24829.19 INR,"{""sourceAccountNumber"":""acc_YH17RZF5GTP"",""reference"":""UTR0APXGJ6F""}",tx_9xlhi0fw0w7
tx_sdnvrocb20i,BANK_STATEMENT,UTRV2M8E2NY,569410,INR,2026-08-14,2026-08-23T15:40:24.047Z,BANK_CREDIT_SETTLEMENT: 5694.1 INR,"{""sourceAccountNumber"":""acc_ECCFHK2ZPGT"",""reference"":""UTRV2M8E2NY""}",tx_q72b2c2kfz
