"transactionRecordId","dataSource","externalReference","amountPaise","currencyCode","transactionDate","ingestedAt","rawDescription","rawPayload","matchGroupId"
tx_2s3t346jd0x,GATEWAY_SETTLEMENT,pay_OA96XZ3W,1851590,INR,2026-08-01,2026-08-22T17:25:01.044Z,PAYPAL PAYMENT: 18515.9 INR,"{""gatewayProvider"":""SQUARE""}",
tx_cjh6mu2k8el,GATEWAY_SETTLEMENT,pay_B8JJ0LZM,3796796,INR,2026-07-20,2026-08-23T13:50:56.044Z,BRAINTREE SETTLEMENT: 37967.96 INR,"{""gatewayProvider"":""BRAINTREE"",""reference"":""pay_B8JJ0LZM""}",tx_13at1k6z4dsf
tx_j19whmzimv,GATEWAY_SETTLEMENT,pay_FWM7Q11S,3221796,INR,2026-07-18,2026-08-23T06:06:24.044Z,RAZORPAY SETTLEMENT: 32217.96 INR,"{""gatewayProvider"":""PAYPAL"",""reference"":""pay_FWM7Q11S""}",tx_il65yofu12
tx_f4dt24v2rbm,GATEWAY_SETTLEMENT,pay_MT3R15IF,290194,INR,2026-07-20,2026-08-23T03:46:21.044Z,RAZORPAY SETTLEMENT: 2901.94 INR,"{""gatewayProvider"":""PAYPAL"",""reference"":""pay_MT3R15IF""}",tx_wv8j7jb1fjg
tx_lfz9kguassj,GATEWAY_SETTLEMENT,ZOKU5MPV,631796,INR,2026-08-03,2026-08-23T05:59:29.044Z,STRIPE SETTLEMENT: 6317.96 INR,"{""gatewayProvider"":""RAZORPAY"",""reference"":""ZOKU5MPV""}",tx_qles0ziu4yn
tx_wayf0vfpj9n,GATEWAY_SETTLEMENT,pay_D4MAJEPL,1253301,INR,2026-08-14,2026-08-23T17:57:35.044Z,PAYPAL SETTLEMENT: 12533.01 INR,"{""gatewayProvider"":""PAYPAL"",""reference"":""pay_D4MAJEPL""}",tx_2ws6n30coh
tx_za27jed4l1f,GATEWAY_SETTLEMENT,pay_ZEC0W423,720154,INR,2026-07-08,2026-08-23T11:03:27.044Z,RAZORPAY SETTLEMENT: 7201.54 INR,"{""gatewayProvider"":""RAZORPAY"",""reference"":""pay_ZEC0W423""}",tx_lgc7a10s1gp
tx_afuf281pu65,GATEWAY_SETTLEMENT,pay_O64YRFB6,2312754,INR,2026-07-27,2026-08-23T11:30:38.044Z,STRIPE SETTLEMENT: 23127.54 INR,"{""gatewayProvider"":""BRAINTREE"",""reference"":""pay_O64YRFB6""}",tx_lqovpmis9l8
tx_5ywd13s36yx,GATEWAY_SETTLEMENT,pay_8UKJFJUS,2169705,INR,2026-07-11,2026-08-23T12:11:05.044Z,BRAINTREE SETTLEMENT: 21697.05 INR,"{""gatewayProvider"":""STRIPE"",""reference"":""pay_8UKJFJUS""}",tx_dsjc496hbf5
tx_d372zfiwopc,GATEWAY_SETTLEMENT,pay_917PESDC,932165,INR,2026-08-02,2026-08-23T05:27:47.044Z,BRAINTREE SETTLEMENT: 9321.65 INR,"{""gatewayProvider"":""SQUARE"",""reference"":""pay_917PESDC""}",tx_v5scq0bpltd
tx_6t6s4fd8zbo,GATEWAY_SETTLEMENT,pay_NEJ59TF5,3440985,INR,2026-07-13,2026-08-23T08:09:39.044Z,RAZORPAY SETTLEMENT: 34409.85 INR,"{""gatewayProvider"":""SQUARE"",""reference"":""pay_NEJ59TF5""}",tx_uxbe31i43zj
tx_t7lz9cudio,GATEWAY_SETTLEMENT,pay_UZWHQ8KW,3905786,INR,2026-07-21,2026-08-21T20:10:01.044Z,BRAINTREE PAYMENT: 39057.86 INR,"{""gatewayProvider"":""SQUARE""}",
tx_th58wd0zlre,GATEWAY_SETTLEMENT,pay_IL7NA8CQ,979719,INR,2026-07-13,2026-08-23T06:38:55.044Z,STRIPE SETTLEMENT: 9797.19 INR,"{""gatewayProvider"":""RAZORPAY"",""reference"":""pay_IL7NA8CQ""}",tx_qgb0tm94j9
tx_gneythyh0nr,GATEWAY_SETTLEMENT,pay_I3XND7F8,638399,INR,2026-07-16,2026-08-23T09:35:16.044Z,BRAINTREE SETTLEMENT: 6383.99 INR,"{""gatewayProvider"":""STRIPE"",""reference"":""pay_I3XND7F8""}",tx_3ee17bblxza
tx_db2a9wec5zv,GATEWAY_SETTLEMENT,pay_17XF3W7W,1230918,INR,2026-07-16,2026-08-22T22:14:22.044Z,SQUARE SETTLEMENT: 12309.18 INR,"{""gatewayProvider"":""SQUARE"",""reference"":""pay_17XF3W7W""}",tx_q59apnxitn8
tx_e3faqggb8mq,GATEWAY_SETTLEMENT,pay_FHQMV4Q5,867501,INR,2026-07-23,2026-08-23T14:54:39.044Z,STRIPE SETTLEMENT: 8675.01 INR,"{""gatewayProvider"":""RAZORPAY"",""reference"":""pay_FHQMV4Q5""}",tx_4dh0b7tpym7
tx_ths7qyhuhph,GATEWAY_SETTLEMENT,pay_ES2MQGJY,1285962,INR,2026-07-23,2026-08-23T07:44:56.044Z,SQUARE SETTLEMENT: 12859.62 INR,"{""gatewayProvider"":""RAZORPAY"",""reference"":""pay_ES2MQGJY""}",tx_o88rntnrq0r
tx_oycewp9675q,GATEWAY_SETTLEMENT,pay_BZINODK1,4365855,INR,2026-07-22,2026-08-23T07:36:01.044Z,RAZORPAY SETTLEMENT: 43658.55 INR,"{""gatewayProvider"":""PAYPAL"",""reference"":""pay_BZINODK1""}",tx_iksqm6hpinh
tx_17ibdp2cpv7,GATEWAY_SETTLEMENT,pay_SN4F6SL6,2689309,INR,2026-07-18,2026-08-23T12:33:09.044Z,PAYPAL SETTLEMENT: 26893.09 INR,"{""gatewayProvider"":""STRIPE"",""reference"":""pay_SN4F6SL6""}",tx_8dwyrmmrpye
tx_hj8rejofg5u,GATEWAY_SETTLEMENT,pay_QQHDSPTE,1214599,INR,2026-07-31,2026-08-23T00:08:27.044Z,SQUARE SETTLEMENT: 12145.99 INR,"{""gatewayProvider"":""SQUARE"",""reference"":""pay_QQHDSPTE""}",tx_5ts33vdtkyl
tx_798edswails,GATEWAY_SETTLEMENT,pay_GF9UK8KN,271550,INR,2026-08-15,2026-08-23T00:04:36.044Z,STRIPE SETTLEMENT: 2715.5 INR,"{""gatewayProvider"":""RAZORPAY"",""reference"":""pay_GF9UK8KN""}",tx_z6euxk28a3h
tx_vfvqzwu3h8,GATEWAY_SETTLEMENT,pay_I9GVFTHW,1353952,INR,2026-07-14,2026-08-23T09:34:41.044Z,SQUARE SETTLEMENT: 13539.52 INR,"{""gatewayProvider"":""PAYPAL"",""reference"":""pay_I9GVFTHW""}",tx_o2gto0hzxg
tx_4mnnup15or7,GATEWAY_SETTLEMENT,pay_443GH3DS,2102554,INR,2026-07-27,2026-08-22T14:26:26.044Z,STRIPE PAYMENT: 21025.54 INR,"{""gatewayProvider"":""STRIPE""}",
tx_8jz5vdeno4i,GATEWAY_SETTLEMENT,pay_MYIMYGYN,1824941,INR,2026-08-15,2026-08-22T23:17:15.044Z,BRAINTREE SETTLEMENT: 18249.41 INR,"{""gatewayProvider"":""STRIPE"",""reference"":""pay_MYIMYGYN""}",tx_khrd16q92l
tx_onyc1ytzeh,GATEWAY_SETTLEMENT,pay_T0B8MGW5,886347,INR,2026-08-03,2026-08-23T17:54:33.044Z,BRAINTREE SETTLEMENT: 8863.47 INR,"{""gatewayProvider"":""STRIPE"",""reference"":""pay_T0B8MGW5""}",tx_lw71galydkj
tx_v7j2vfekd5k,GATEWAY_SETTLEMENT,pay_X65URRXL,1325872,INR,2026-07-12,2026-08-23T13:35:34.044Z,SQUARE SETTLEMENT: 13258.72 INR,"{""gatewayProvider"":""RAZORPAY"",""reference"":""pay_X65URRXL""}",tx_858zcx7ervq
tx_k6n2nko0l2,GATEWAY_SETTLEMENT,pay_QCIGKAJI,843476,INR,2026-08-02,2026-08-22T22:51:44.044Z,BRAINTREE SETTLEMENT: 8434.76 INR,"{""gatewayProvider"":""STRIPE"",""reference"":""pay_QCIGKAJI""}",tx_i4f682wb5c
tx_5um1jjo258q,GATEWAY_SETTLEMENT,pay_9U0DAON6,452380,INR,2026-07-24,2026-08-23T12:56:18.044Z,RAZORPAY SETTLEMENT: 4523.8 INR,"{""gatewayProvider"":""RAZORPAY"",""reference"":""pay_9U0DAON6""}",tx_hx1kg1kqxcs
tx_8n99gag494r,GATEWAY_SETTLEMENT,pay_6D6UTRIW,841139,INR,2026-08-07,2026-08-23T09:46:33.044Z,RAZORPAY SETTLEMENT: 8411.39 INR,"{""gatewayProvider"":""SQUARE"",""reference"":""pay_6D6UTRIW""}",tx_hdmrev0vqa5
tx_7c1620j7x1d,GATEWAY_SETTLEMENT,pay_7QSOXKJE,1914358,INR,2026-07-23,2026-08-23T10:13:46.046Z,SQUARE SETTLEMENT: 19143.58 INR,"{""gatewayProvider"":""BRAINTREE"",""reference"":""pay_7QSOXKJE""}",tx_55k3rui8y0c
tx_qadn4masptr,GATEWAY_SETTLEMENT,pay_DTGQVY8O,3888859,INR,2026-07-22,2026-08-22T22:07:26.047Z,RAZORPAY SETTLEMENT: 38888.59 INR,"{""gatewayProvider"":""SQUARE"",""reference"":""pay_DTGQVY8O""}",tx_6l1ankr60wj
tx_e9mv51gq8hu,GATEWAY_SETTLEMENT,pay_2189QX1K,3841361,INR,2026-07-31,2026-08-22T21:18:09.047Z,STRIPE SETTLEMENT: 38413.61 INR,"{""gatewayProvider"":""RAZORPAY"",""reference"":""pay_2189QX1K""}",tx_grcskqofiyv
tx_kbj0neq6a3,GATEWAY_SETTLEMENT,pay_0J8X5RLD,2082387,INR,2026-08-04,2026-08-23T18:02:40.047Z,PAYPAL SETTLEMENT: 20823.87 INR,"{""gatewayProvider"":""STRIPE"",""reference"":""pay_0J8X5RLD""}",tx_qa6yqhlkzf
tx_4hxcgaidvaw,GATEWAY_SETTLEMENT,pay_RA8XLRC5,98490,INR,2026-07-10,2026-08-23T14:46:35.047Z,STRIPE SETTLEMENT: 984.9 INR,"{""gatewayProvider"":""SQUARE"",""reference"":""pay_RA8XLRC5""}",tx_rdwmlyey2g
tx_49cpm5hf6sw,GATEWAY_SETTLEMENT,pay_OO5J1CIG,4156939,INR,2026-07-24,2026-08-23T01:24:02.047Z,STRIPE SETTLEMENT: 41569.39 INR,"{""gatewayProvider"":""STRIPE"",""reference"":""pay_OO5J1CIG""}",tx_dsyv3gmlr6o
tx_vhcg4bw7j,GATEWAY_SETTLEMENT,pay_QPJANIUY,2228991,INR,2026-07-06,2026-08-23T17:56:16.047Z,STRIPE SETTLEMENT: 22289.91 INR,"{""gatewayProvider"":""PAYPAL"",""reference"":""pay_QPJANIUY""}",tx_63dtrfz0ryq
tx_lv58puu7vpj,GATEWAY_SETTLEMENT,pay_0AVXW55G,423351,INR,2026-07-06,2026-08-23T03:40:06.047Z,RAZORPAY SETTLEMENT: 4233.51 INR,"{""gatewayProvider"":""SQUARE"",""reference"":""pay_0AVXW55G""}",tx_wzdkggu1pcd
tx_bas8ud9v6i,GATEWAY_SETTLEMENT,pay_GMOZXEWI,4064929,INR,2026-08-03,2026-08-23T12:28:49.047Z,SQUARE SETTLEMENT: 40649.29 INR,"{""gatewayProvider"":""SQUARE"",""reference"":""pay_GMOZXEWI""}",tx_x0ohtfca7eg
tx_ta5qhrbvzxj,GATEWAY_SETTLEMENT,pay_4E6732EE,2377636,INR,2026-07-06,2026-08-23T13:19:21.047Z,RAZORPAY SETTLEMENT: 23776.36 INR,"{""gatewayProvider"":""SQUARE"",""reference"":""pay_4E6732EE""}",tx_my5re0h1rhp
tx_ig8zzastu6,GATEWAY_SETTLEMENT,pay_ONUEMUMR,2303198,INR,2026-07-30,2026-08-23T14:59:30.047Z,SQUARE SETTLEMENT: 23031.98 INR,"{""gatewayProvider"":""SQUARE"",""reference"":""pay_ONUEMUMR""}",tx_2h3uy9knnrq
tx_gnoysv5eg1o,GATEWAY_SETTLEMENT,pay_YJDQ5JV2,4453735,INR,2026-07-23,2026-08-23T08:46:52.047Z,BRAINTREE SETTLEMENT: 44537.35 INR,"{""gatewayProvider"":""PAYPAL"",""reference"":""pay_YJDQ5JV2""}",tx_gd23ejii2co
tx_rga7s47kx6,GATEWAY_SETTLEMENT,pay_YY9ROHK5,2522095,INR,2026-08-08,2026-08-22T08:26:57.047Z,SQUARE PAYMENT: 25220.95 INR,"{""gatewayProvider"":""STRIPE""}",
tx_a4fmohh7bk6,GATEWAY_SETTLEMENT,pay_1GW0E5MK,3127168,INR,2026-08-02,2026-08-22T20:16:56.047Z,STRIPE SETTLEMENT: 31271.68 INR,"{""gatewayProvider"":""BRAINTREE"",""reference"":""pay_1GW0E5MK""}",tx_z4nlvpbksj8
tx_t50xjx0eohr,GATEWAY_SETTLEMENT,pay_A3U6S3R0,3593682,INR,2026-07-31,2026-08-22T22:19:53.047Z,SQUARE SETTLEMENT: 35936.82 INR,"{""gatewayProvider"":""SQUARE"",""reference"":""pay_A3U6S3R0""}",tx_7crdcupk6i8
tx_zie5l7oz6bj,GATEWAY_SETTLEMENT,pay_LH2LLGHL,396596,INR,2026-07-27,2026-08-23T00:22:10.047Z,RAZORPAY SETTLEMENT: 3965.96 INR,"{""gatewayProvider"":""PAYPAL"",""reference"":""pay_LH2LLGHL""}",tx_np5ob5mrlfg
tx_aqi99v4lsln,GATEWAY_SETTLEMENT,pay_MMCW9MOC,1614832,INR,2026-07-26,2026-08-22T20:34:44.047Z,PAYPAL SETTLEMENT: 16148.32 INR,"{""gatewayProvider"":""STRIPE"",""reference"":""pay_MMCW9MOC""}",tx_h4joe5sqorp
tx_kc2qmq74wff,GATEWAY_SETTLEMENT,pay_KFJHBGNF,3190633,INR,2026-07-31,2026-08-23T08:37:18.047Z,SQUARE SETTLEMENT: 31906.33 INR,"{""gatewayProvider"":""RAZORPAY"",""reference"":""pay_KFJHBGNF""}",tx_bnet6g7x36t
tx_f4iwjmq69g,GATEWAY_SETTLEMENT,pay_OF3T776B,4466235,INR,2026-08-08,2026-08-23T14:07:31.047Z,PAYPAL SETTLEMENT: 44662.35 INR,"{""gatewayProvider"":""SQUARE"",""reference"":""pay_OF3T776B""}",tx_xggm7ilxccl
tx_ivva0641fcl,GATEWAY_SETTLEMENT,pay_7TON1CGP,1659906,INR,2026-07-11,2026-08-23T02:38:47.047Z,PAYPAL SETTLEMENT: 16599.06 INR,"{""gatewayProvider"":""RAZORPAY"",""reference"":""pay_7TON1CGP""}",tx_evkc575ql0t
tx_1r33o5w5la5h,GATEWAY_SETTLEMENT,pay_ISND4NW7,3640418,INR,2026-07-25,2026-08-22T23:45:37.047Z,PAYPAL SETTLEMENT: 36404.18 INR,"{""gatewayProvider"":""BRAINTREE"",""reference"":""pay_ISND4NW7""}",tx_5aygnxrnv3k
tx_ibfgugfezs8,GATEWAY_SETTLEMENT,pay_TL4S27EG,1390253,INR,2026-07-17,2026-08-22T19:32:00.047Z,RAZORPAY SETTLEMENT: 13902.53 INR,"{""gatewayProvider"":""RAZORPAY"",""reference"":""pay_TL4S27EG""}",tx_up5upzk2la
tx_xl5jvcr2j3g,GATEWAY_SETTLEMENT,pay_E8CDFRK1,1209585,INR,2026-07-19,2026-08-22T19:15:30.047Z,SQUARE SETTLEMENT: 12095.85 INR,"{""gatewayProvider"":""SQUARE"",""reference"":""pay_E8CDFRK1""}",tx_0jxs07crlxge
tx_ojhe1gzual,GATEWAY_SETTLEMENT,pay_0UJWGMO8,61664,INR,2026-07-07,2026-08-23T12:47:59.047Z,PAYPAL SETTLEMENT: 616.64 INR,"{""gatewayProvider"":""BRAINTREE"",""reference"":""pay_0UJWGMO8""}",tx_mwi9jphdn5c
tx_5i5l8oudjt,GATEWAY_SETTLEMENT,pay_MMWL9P65,2592180,INR,2026-07-19,2026-08-23T02:32:29.047Z,STRIPE SETTLEMENT: 25921.8 INR,"{""gatewayProvider"":""SQUARE"",""reference"":""pay_MMWL9P65""}",tx_ps0a31g4v8
tx_voklbw24nci,GATEWAY_SETTLEMENT,pay_FT4NVYPH,1300520,INR,2026-07-12,2026-08-23T06:53:13.047Z,SQUARE SETTLEMENT: 13005.2 INR,"{""gatewayProvider"":""SQUARE"",""reference"":""pay_FT4NVYPH""}",tx_ajvsakssmn
tx_hj7ms6bxide,GATEWAY_SETTLEMENT,pay_2TE8IAQ9,3936731,INR,2026-07-25,2026-08-23T07:16:05.047Z,STRIPE SETTLEMENT: 39367.31 INR,"{""gatewayProvider"":""RAZORPAY"",""reference"":""pay_2TE8IAQ9""}",tx_3vhn683ur3d
tx_4icjsy11mle,GATEWAY_SETTLEMENT,pay_YKQ9AJ9N,4082526,INR,2026-07-07,2026-08-23T06:12:53.047Z,RAZORPAY SETTLEMENT: 40825.26 INR,"{""gatewayProvider"":""BRAINTREE"",""reference"":""pay_YKQ9AJ9N""}",tx_cyglyyjdf5t
tx_pkr2n60cq4,GATEWAY_SETTLEMENT,pay_9U69RYBI,3192164,INR,2026-08-02,2026-08-22T19:48:08.047Z,SQUARE SETTLEMENT: 31921.64 INR,"{""gatewayProvider"":""RAZORPAY"",""reference"":""pay_9U69RYBI""}",tx_6vidv9z7pjg
tx_jr2a17069a,GATEWAY_SETTLEMENT,pay_ojma40ia,396052,INR,2026-08-08,2026-08-22T21:40:17.047Z,STRIPE SETTLEMENT: 3960.52 INR,"{""gatewayProvider"":""PAYPAL"",""reference"":""pay_ojma40ia""}",tx_pvedb8x21f
tx_xwv5znia4z,GATEWAY_SETTLEMENT,pay_PB6QN3SK,1811789,INR,2026-07-31,2026-08-23T03:39:59.047Z,PAYPAL SETTLEMENT: 18117.89 INR,"{""gatewayProvider"":""STRIPE"",""reference"":""pay_PB6QN3SK""}",tx_6t2inos2wqt
tx_ta39lc5xnt,GATEWAY_SETTLEMENT,pay_CHN3AXL9,125441,INR,2026-07-23,2026-08-22T21:53:36.047Z,RAZORPAY SETTLEMENT: 1254.41 INR,"{""gatewayProvider"":""BRAINTREE"",""reference"":""pay_CHN3AXL9""}",tx_1wzmugsungj
tx_v5r1gl0mk1p,GATEWAY_SETTLEMENT,pay_BLM6BHJ9,3076524,INR,2026-08-03,2026-08-22T21:26:14.047Z,BRAINTREE SETTLEMENT: 30765.24 INR,"{""gatewayProvider"":""SQUARE"",""reference"":""pay_BLM6BHJ9""}",tx_ws3vr5wlo69
tx_vu6t60aqodr,GATEWAY_SETTLEMENT,pay_DWVCN9G4,2602667,INR,2026-08-02,2026-08-23T06:22:45.047Z,SQUARE SETTLEMENT: 26026.67 INR,"{""gatewayProvider"":""PAYPAL"",""reference"":""pay_DWVCN9G4""}",tx_qd5t95thq4
tx_1rckmzz5q7g,GATEWAY_SETTLEMENT,pay_0TJMHWPC,3874598,INR,2026-07-25,2026-08-22T22:38:45.047Z,RAZORPAY SETTLEMENT: 38745.98 INR,"{""gatewayProvider"":""BRAINTREE"",""reference"":""pay_0TJMHWPC""}",tx_whtxvspmf2
tx_n6pdd82hy7,GATEWAY_SETTLEMENT,pay_DUI6M3C2,1522232,INR,2026-08-14,2026-08-22T18:40:27.047Z,STRIPE SETTLEMENT: 15222.32 INR,"{""gatewayProvider"":""BRAINTREE"",""reference"":""pay_DUI6M3C2""}",tx_fbnrg3gs3wu
tx_per9cly7c6b,GATEWAY_SETTLEMENT,pay_USK8VNZE,1651375,INR,2026-07-27,2026-08-23T02:13:23.047Z,STRIPE SETTLEMENT: 16513.75 INR,"{""gatewayProvider"":""BRAINTREE"",""reference"":""pay_USK8VNZE""}",tx_7m2wjrvy1va
tx_tdxdd75c95i,GATEWAY_SETTLEMENT,pay_K32VR1PC,2777647,INR,2026-08-13,2026-08-23T00:56:16.047Z,PAYPAL SETTLEMENT: 27776.47 INR,"{""gatewayProvider"":""STRIPE"",""reference"":""pay_K32VR1PC""}",tx_lhlxgrjmucq
tx_63hmtm2m57y,GATEWAY_SETTLEMENT,pay_0APXGJ6F,2569246,INR,2026-07-27,2026-08-23T07:30:44.047Z,PAYPAL SETTLEMENT: 25692.46 INR,"{""gatewayProvider"":""SQUARE"",""reference"":""pay_0APXGJ6F""}",tx_9xlhi0fw0w7
tx_9lfk17w7iqj,GATEWAY_SETTLEMENT,pay_V2M8E2NY,742968,INR,2026-08-13,2026-08-22T21:49:57.047Z,RAZORPAY SETTLEMENT: 7429.68 INR,"{""gatewayProvider"":""PAYPAL"",""reference"":""pay_V2M8E2NY""}",tx_q72b2c2kfz
tx_x5bwjoxu29,GATEWAY_SETTLEMENT,pay_WOCGHVZ9,3559204,INR,2026-07-19,2026-08-23T07:13:31.048Z,STRIPE SETTLEMENT: 35592.04 INR,"{""gatewayProvider"":""STRIPE"",""reference"":""pay_WOCGHVZ9""}",tx_n7xqibxydd
tx_cw0khuheqwc,GATEWAY_SETTLEMENT,pay_XD6RRPZW,1545930,INR,2026-07-20,2026-08-23T05:29:33.048Z,STRIPE SETTLEMENT: 15459.3 INR,"{""gatewayProvider"":""BRAINTREE"",""reference"":""pay_XD6RRPZW""}",tx_9ukytdw3jvf
tx_9zhtk5a7qzb,GATEWAY_SETTLEMENT,pay_FK05IE10,1571605,INR,2026-08-15,2026-08-23T15:20:04.048Z,PAYPAL SETTLEMENT: 15716.05 INR,"{""gatewayProvider"":""BRAINTREE"",""reference"":""pay_FK05IE10""}",tx_wa0hit8v5p
