"transactionRecordId","dataSource","externalReference","amountPaise","currencyCode","transactionDate","ingestedAt","rawDescription","rawPayload"
tx_qwtcdc9dmt,MERCHANT_LEDGER,ORD-A2GZX8U6-3,790948,INR,2026-07-18,2026-08-23T00:22:26.993Z,MERCHANT_LEDGER_SPLIT: 7909.48 INR,"{""reference"":""ORD-A2GZX8U6-3""}"
tx_h7hzjl8z3tm,MERCHANT_LEDGER,ORD-0F5YO9UJ,3968120,INR,2026-07-26,2026-08-23T01:51:45.993Z,MERCHANT_INVOICE: 39681.2 INR,"{""reference"":""ORD-0F5YO9UJ""}"
tx_rgket5hyeth,MERCHANT_LEDGER,ORD-OAXEO1MX,3010229,INR,2026-08-14,2026-08-22T19:26:40.993Z,MERCHANT_INVOICE: 30102.29 INR,"{""reference"":""ORD-OAXEO1MX""}"
tx_r936fglulpk,MERCHANT_LEDGER,ORD-S8OPCZPC,2506018,INR,2026-08-13,2026-08-23T10:00:36.993Z,MERCHANT_INVOICE: 25060.18 INR,"{""reference"":""ORD-S8OPCZPC""}"
tx_3zpxzbtu3ic,MERCHANT_LEDGER,ORD-3EK2F5PG-1,332826,INR,2026-07-23,2026-08-23T01:08:37.993Z,MERCHANT_LEDGER_SPLIT: 3328.26 INR,"{""reference"":""ORD-3EK2F5PG-1""}"
tx_xeju7frkdzp,MERCHANT_LEDGER,ORD-3EK2F5PG-2,332826,INR,2026-07-23,2026-08-22T18:32:12.993Z,MERCHANT_LEDGER_SPLIT: 3328.26 INR,"{""reference"":""ORD-3EK2F5PG-2""}"
tx_x2xiy9pz8rf,MERCHANT_LEDGER,ORD-REV9VOM1,955405,INR,2026-08-09,2026-08-23T12:49:37.993Z,MERCHANT_INVOICE: 9554.05 INR,"{""reference"":""ORD-REV9VOM1""}"
tx_2f388jxh5lw,MERCHANT_LEDGER,ORD-DEVGD0OL,1574747,INR,2026-08-12,2026-08-23T15:09:03.993Z,MERCHANT_INVOICE: 15747.47 INR,"{""reference"":""ORD-DEVGD0OL""}"
tx_51rtakmbtlx,MERCHANT_LEDGER,ORD-LIULTLDJ,486447,INR,2026-07-19,2026-08-23T07:51:40.993Z,MERCHANT_INVOICE: 4864.47 INR,"{""reference"":""ORD-LIULTLDJ""}"
tx_bee50wd85q,MERCHANT_LEDGER,ORD-409N0BG2,1266924,INR,2026-08-17,2026-08-23T02:01:02.993Z,MERCHANT_INVOICE: 12669.24 INR,"{""reference"":""ORD-409N0BG2""}"
tx_r1mufi0gyl,MERCHANT_LEDGER,ORD-TC3SYZ6P,1343497,INR,2026-07-16,2026-08-23T00:56:39.993Z,MERCHANT_INVOICE: 13434.97 INR,"{""reference"":""ORD-TC3SYZ6P""}"
tx_0znkv84ihx9i,MERCHANT_LEDGER,ORD-P0N96I18,2276526,INR,2026-07-15,2026-08-22T20:44:20.994Z,MERCHANT_INVOICE: 22765.26 INR,"{""reference"":""ORD-P0N96I18""}"
tx_cmwlymksd1j,MERCHANT_LEDGER,ORD-A1CKORE7,273779,INR,2026-08-04,2026-08-23T07:54:29.994Z,MERCHANT_INVOICE: 2737.79 INR,"{""reference"":""ORD-A1CKORE7""}"
tx_dxud3l557a,MERCHANT_LEDGER,ORD-U7U20URX,675013,INR,2026-07-30,2026-08-22T21:53:41.994Z,MERCHANT_INVOICE: 6750.13 INR,"{""reference"":""ORD-U7U20URX""}"
tx_ailtv829plu,MERCHANT_LEDGER,ORD-W1HW0PU2,2188817,INR,2026-07-16,2026-08-23T03:30:26.994Z,MERCHANT_INVOICE: 21888.17 INR,"{""reference"":""ORD-W1HW0PU2""}"
tx_1k59v91auy9,MERCHANT_LEDGER,ORD-D7DHR6ZF,965550,INR,2026-08-13,2026-08-23T05:56:21.994Z,MERCHANT_INVOICE: 9655.5 INR,"{""reference"":""ORD-D7DHR6ZF""}"
tx_dpwddvlq1yj,MERCHANT_LEDGER,ORD-1VSXFBIN,309987,INR,2026-08-02,2026-08-23T07:50:32.994Z,MERCHANT_INVOICE: 3099.87 INR,"{""reference"":""ORD-1VSXFBIN""}"
tx_ppadmi3g1ve,MERCHANT_LEDGER,ORD-PGGIZ5QI,1323243,INR,2026-07-09,2026-08-23T18:10:33.994Z,MERCHANT_INVOICE: 13232.43 INR,"{""reference"":""ORD-PGGIZ5QI""}"
tx_uiu897pk2q8,MERCHANT_LEDGER,ORD-NL654JBK-1,886994,INR,2026-07-12,2026-08-23T08:31:53.994Z,MERCHANT_LEDGER_SPLIT: 8869.94 INR,"{""reference"":""ORD-NL654JBK-1""}"
tx_47ga34x1gyz,MERCHANT_LEDGER,ORD-NL654JBK-2,886994,INR,2026-07-12,2026-08-23T12:41:57.994Z,MERCHANT_LEDGER_SPLIT: 8869.94 INR,"{""reference"":""ORD-NL654JBK-2""}"
tx_5jbhk4p2pts,MERCHANT_LEDGER,ORD-NL654JBK-3,886994,INR,2026-07-12,2026-08-22T20:21:22.994Z,MERCHANT_LEDGER_SPLIT: 8869.94 INR,"{""reference"":""ORD-NL654JBK-3""}"
tx_eqdi845hid,MERCHANT_LEDGER,ORD-NL654JBK-4,886992,INR,2026-07-12,2026-08-23T00:06:11.994Z,MERCHANT_LEDGER_SPLIT: 8869.92 INR,"{""reference"":""ORD-NL654JBK-4""}"
tx_6dvvsvx998v,MERCHANT_LEDGER,ORD-9WXUYHNT,2901414,INR,2026-07-08,2026-08-23T17:33:33.994Z,MERCHANT_INVOICE: 29014.14 INR,"{""reference"":""ORD-9WXUYHNT""}"
tx_l1ykilvazw,MERCHANT_LEDGER,ORD-S0VVVDJ8,3505429,INR,2026-07-15,2026-08-23T06:32:47.994Z,MERCHANT_INVOICE: 35054.29 INR,"{""reference"":""ORD-S0VVVDJ8""}"
tx_uwg05kgfupd,MERCHANT_LEDGER,ORD-N4NRR4GS,4322137,INR,2026-08-10,2026-08-22T22:50:45.994Z,MERCHANT_INVOICE: 43221.37 INR,"{""reference"":""ORD-N4NRR4GS""}"
tx_mkk02ssaviq,MERCHANT_LEDGER,ORD-SU1J4RUU,1806128,INR,2026-08-10,2026-08-23T02:13:33.994Z,MERCHANT_INVOICE: 18061.28 INR,"{""reference"":""ORD-SU1J4RUU""}"
tx_fk7067zym5,MERCHANT_LEDGER,ORD-EMUP6B7E,3958732,INR,2026-07-24,2026-08-23T09:22:43.994Z,MERCHANT_INVOICE: 39587.32 INR,"{""reference"":""ORD-EMUP6B7E""}"
tx_t7ubr0gdfsq,MERCHANT_LEDGER,ORD-8RMKSZHL,2038608,INR,2026-08-18,2026-08-22T22:30:30.994Z,MERCHANT_INVOICE: 20386.08 INR,"{""reference"":""ORD-8RMKSZHL""}"
tx_97fiipfr94v,MERCHANT_LEDGER,ORD-8E0Q39ZV,864973,INR,2026-07-28,2026-08-23T07:19:57.994Z,MERCHANT_INVOICE: 8649.73 INR,"{""reference"":""ORD-8E0Q39ZV""}"
tx_80d65eiiof,MERCHANT_LEDGER,ORD-A98NQ80W,1763607,INR,2026-07-20,2026-08-23T12:52:43.994Z,MERCHANT_INVOICE: 17636.07 INR,"{""reference"":""ORD-A98NQ80W""}"
tx_t403yywqur,MERCHANT_LEDGER,ORD-TJ1KRMIK,1099665,INR,2026-08-04,2026-08-23T18:08:51.994Z,MERCHANT_INVOICE: 10996.65 INR,"{""reference"":""ORD-TJ1KRMIK""}"
tx_0gv5ug963zdh,MERCHANT_LEDGER,ORD-7ZZT7HJ5,205509,INR,2026-07-25,2026-08-23T11:40:22.994Z,MERCHANT_INVOICE: 2055.09 INR,"{""reference"":""ORD-7ZZT7HJ5""}"
tx_bcu2x7fdphp,MERCHANT_LEDGER,ORD-JDM9DHVF-1,880626,INR,2026-08-15,2026-08-23T08:19:59.994Z,MERCHANT_LEDGER_SPLIT: 8806.26 INR,"{""reference"":""ORD-JDM9DHVF-1""}"
tx_v3l7m4ikgvg,MERCHANT_LEDGER,ORD-JDM9DHVF-2,880625,INR,2026-08-15,2026-08-23T13:51:28.994Z,MERCHANT_LEDGER_SPLIT: 8806.25 INR,"{""reference"":""ORD-JDM9DHVF-2""}"
tx_5t7g37tt3kf,MERCHANT_LEDGER,ORD-KWSRBSYP,211766,INR,2026-07-08,2026-08-23T05:12:27.994Z,MERCHANT_INVOICE: 2117.66 INR,"{""reference"":""ORD-KWSRBSYP""}"
tx_zicyu5slwps,MERCHANT_LEDGER,ORD-GPMA9W1Y,1649286,INR,2026-07-30,2026-08-22T21:22:14.994Z,MERCHANT_INVOICE: 16492.86 INR,"{""reference"":""ORD-GPMA9W1Y""}"
tx_p90fgsw5zip,MERCHANT_LEDGER,ORD-80A8KVFY,4140711,INR,2026-08-11,2026-08-23T00:57:52.994Z,MERCHANT_INVOICE: 41407.11 INR,"{""reference"":""ORD-80A8KVFY""}"
tx_bmkoii0qqgn,MERCHANT_LEDGER,ORD-IAN7O2P8,3072752,INR,2026-07-19,2026-08-23T17:27:35.994Z,MERCHANT_INVOICE: 30727.52 INR,"{""reference"":""ORD-IAN7O2P8""}"
tx_bd2jfc7l788,MERCHANT_LEDGER,ORD-PJ3ELNDC,2278756,INR,2026-07-11,2026-08-23T17:34:36.994Z,MERCHANT_INVOICE: 22787.56 INR,"{""reference"":""ORD-PJ3ELNDC""}"
tx_7k5aeefnmh,MERCHANT_LEDGER,ORD-KVARVEHF,543670,INR,2026-08-17,2026-08-23T05:26:30.994Z,MERCHANT_INVOICE: 5436.7 INR,"{""reference"":""ORD-KVARVEHF""}"
tx_lfjlwpoearg,MERCHANT_LEDGER,ORD-LVGKDFWA,3291618,INR,2026-08-16,2026-08-23T03:39:53.994Z,MERCHANT_INVOICE: 32916.18 INR,"{""reference"":""ORD-LVGKDFWA""}"
tx_aef9v1lrr1q,MERCHANT_LEDGER,ORD-K9RQXKIP-1,1321614,INR,2026-08-14,2026-08-23T06:56:58.994Z,MERCHANT_LEDGER_SPLIT: 13216.14 INR,"{""reference"":""ORD-K9RQXKIP-1""}"
tx_ww84nh3c8l,MERCHANT_LEDGER,ORD-K9RQXKIP-2,1321613,INR,2026-08-14,2026-08-22T19:27:23.994Z,MERCHANT_LEDGER_SPLIT: 13216.13 INR,"{""reference"":""ORD-K9RQXKIP-2""}"
tx_mm7fbzufyjb,MERCHANT_LEDGER,ORD-KV9SS81I,1743838,INR,2026-08-02,2026-08-23T04:13:48.994Z,MERCHANT_INVOICE: 17438.38 INR,"{""reference"":""ORD-KV9SS81I""}"
tx_s7e3hkzpotj,MERCHANT_LEDGER,ORD-U6QL4MAM,3883952,INR,2026-07-17,2026-08-23T02:36:58.994Z,MERCHANT_INVOICE: 38839.52 INR,"{""reference"":""ORD-U6QL4MAM""}"
tx_s8j5eyjts1,MERCHANT_LEDGER,ORD-PRCSHLHF,1198414,INR,2026-08-12,2026-08-23T08:38:43.994Z,MERCHANT_INVOICE: 11984.14 INR,"{""reference"":""ORD-PRCSHLHF""}"
tx_yt6t6rqi4a,MERCHANT_LEDGER,ORD-UZ7KQJG7,306969,INR,2026-07-10,2026-08-22T23:44:00.994Z,MERCHANT_INVOICE: 3069.69 INR,"{""reference"":""ORD-UZ7KQJG7""}"
tx_eczfjoocc0k,MERCHANT_LEDGER,ORD-RC5BDA86-1,330351,INR,2026-08-15,2026-08-23T14:11:47.994Z,MERCHANT_LEDGER_SPLIT: 3303.51 INR,"{""reference"":""ORD-RC5BDA86-1""}"
tx_m9y69wbay9,MERCHANT_LEDGER,ORD-RC5BDA86-2,330351,INR,2026-08-15,2026-08-23T11:58:28.994Z,MERCHANT_LEDGER_SPLIT: 3303.51 INR,"{""reference"":""ORD-RC5BDA86-2""}"
tx_kmnukfol6r,MERCHANT_LEDGER,ORD-RC5BDA86-3,330351,INR,2026-08-15,2026-08-23T14:51:24.994Z,MERCHANT_LEDGER_SPLIT: 3303.51 INR,"{""reference"":""ORD-RC5BDA86-3""}"
tx_pioptypvn6,MERCHANT_LEDGER,ORD-RC5BDA86-4,330349,INR,2026-08-15,2026-08-23T09:36:39.994Z,MERCHANT_LEDGER_SPLIT: 3303.49 INR,"{""reference"":""ORD-RC5BDA86-4""}"
tx_yni53rj195q,MERCHANT_LEDGER,ORD-VE56CUCD,2435940,INR,2026-08-03,2026-08-23T06:26:06.994Z,MERCHANT_INVOICE: 24359.4 INR,"{""reference"":""ORD-VE56CUCD""}"
tx_647xtmgcn3c,MERCHANT_LEDGER,ORD-20KXW0O0,1178732,INR,2026-08-10,2026-08-23T00:39:34.994Z,MERCHANT_INVOICE: 11787.32 INR,"{""reference"":""ORD-20KXW0O0""}"
tx_dzkgrdq14vv,MERCHANT_LEDGER,ORD-J585GT2H-1,1105707,INR,2026-08-10,2026-08-23T05:12:50.994Z,MERCHANT_LEDGER_SPLIT: 11057.07 INR,"{""reference"":""ORD-J585GT2H-1""}"
tx_p0p0l6f6s3k,MERCHANT_LEDGER,ORD-J585GT2H-2,1105707,INR,2026-08-10,2026-08-23T07:56:52.994Z,MERCHANT_LEDGER_SPLIT: 11057.07 INR,"{""reference"":""ORD-J585GT2H-2""}"
tx_of3shbzz46k,MERCHANT_LEDGER,ORD-J585GT2H-3,1105708,INR,2026-08-10,2026-08-23T17:39:44.994Z,MERCHANT_LEDGER_SPLIT: 11057.08 INR,"{""reference"":""ORD-J585GT2H-3""}"
tx_7gl2waf2d58,MERCHANT_LEDGER,ORD-0IGFWUZX,311738,INR,2026-07-30,2026-08-23T04:14:13.994Z,MERCHANT_INVOICE: 3117.38 INR,"{""reference"":""ORD-0IGFWUZX""}"
tx_13zwl55d1ra8,MERCHANT_LEDGER,ORD-YLJWSAEP,2618658,INR,2026-07-21,2026-08-23T17:12:58.994Z,MERCHANT_INVOICE: 26186.58 INR,"{""reference"":""ORD-YLJWSAEP""}"
tx_yfajxp0g4v8,MERCHANT_LEDGER,ORD-IVEME1BO,3569574,INR,2026-07-09,2026-08-22T20:19:25.994Z,MERCHANT_INVOICE: 35695.74 INR,"{""reference"":""ORD-IVEME1BO""}"
tx_uplsbxuw83f,MERCHANT_LEDGER,ORD-YM60JJGK,1209253,INR,2026-08-02,2026-08-22T19:12:22.994Z,MERCHANT_INVOICE: 12092.53 INR,"{""reference"":""ORD-YM60JJGK""}"
tx_7crgcxf8wmn,MERCHANT_LEDGER,ORD-PIKS461B,144126,INR,2026-07-16,2026-08-23T16:53:32.994Z,MERCHANT_INVOICE: 1441.26 INR,"{""reference"":""ORD-PIKS461B""}"
tx_rpwxp9qq1pj,MERCHANT_LEDGER,ORD-RFQ1XIY6,2237675,INR,2026-07-07,2026-08-23T11:48:26.994Z,MERCHANT_INVOICE: 22376.75 INR,"{""reference"":""ORD-RFQ1XIY6""}"
tx_tmjq6yd0jm,MERCHANT_LEDGER,ORD-ZSGV56Z9,872511,INR,2026-07-10,2026-08-23T06:32:40.994Z,MERCHANT_INVOICE: 8725.11 INR,"{""reference"":""ORD-ZSGV56Z9""}"
tx_o49c2pcql1,MERCHANT_LEDGER,ORD-2220GNI5,1112966,INR,2026-08-10,2026-08-23T07:49:10.994Z,MERCHANT_INVOICE: 11129.66 INR,"{""reference"":""ORD-2220GNI5""}"
tx_f3pgpz6vomi,MERCHANT_LEDGER,ORD-VX97NJW7,4329705,INR,2026-07-23,2026-08-23T06:45:00.994Z,MERCHANT_INVOICE: 43297.05 INR,"{""reference"":""ORD-VX97NJW7""}"
tx_mx0ooq4as4p,MERCHANT_LEDGER,ORD-SJ9BM052,953770,INR,2026-07-14,2026-08-22T19:11:28.994Z,MERCHANT_INVOICE: 9537.7 INR,"{""reference"":""ORD-SJ9BM052""}"
tx_cluvpivwth8,MERCHANT_LEDGER,ORD-GKQQHGJ4-1,1011545,INR,2026-08-07,2026-08-23T16:24:25.994Z,MERCHANT_LEDGER_SPLIT: 10115.45 INR,"{""reference"":""ORD-GKQQHGJ4-1""}"
tx_k8iyhjwmozo,MERCHANT_LEDGER,ORD-GKQQHGJ4-2,1011545,INR,2026-08-07,2026-08-23T11:27:06.994Z,MERCHANT_LEDGER_SPLIT: 10115.45 INR,"{""reference"":""ORD-GKQQHGJ4-2""}"
tx_qaspj8puyg,MERCHANT_LEDGER,ORD-GKQQHGJ4-3,1011545,INR,2026-08-07,2026-08-23T07:26:26.994Z,MERCHANT_LEDGER_SPLIT: 10115.45 INR,"{""reference"":""ORD-GKQQHGJ4-3""}"
tx_7d9ucukk0qk,MERCHANT_LEDGER,ORD-GKQQHGJ4-4,1011546,INR,2026-08-07,2026-08-23T09:56:30.994Z,MERCHANT_LEDGER_SPLIT: 10115.46 INR,"{""reference"":""ORD-GKQQHGJ4-4""}"
tx_wrw7n18njtm,MERCHANT_LEDGER,ORD-NYHU7MBQ-1,270306,INR,2026-07-19,2026-08-22T22:28:11.994Z,MERCHANT_LEDGER_SPLIT: 2703.06 INR,"{""reference"":""ORD-NYHU7MBQ-1""}"
tx_7axor0eaatf,MERCHANT_LEDGER,ORD-NYHU7MBQ-2,270306,INR,2026-07-19,2026-08-23T10:08:30.994Z,MERCHANT_LEDGER_SPLIT: 2703.06 INR,"{""reference"":""ORD-NYHU7MBQ-2""}"
tx_2bfeyp3pxfb,MERCHANT_LEDGER,ORD-NYHU7MBQ-3,270305,INR,2026-07-19,2026-08-23T16:31:50.994Z,MERCHANT_LEDGER_SPLIT: 2703.05 INR,"{""reference"":""ORD-NYHU7MBQ-3""}"
tx_htuljec23jw,MERCHANT_LEDGER,ORD-7DKPOZOO,3601627,INR,2026-07-27,2026-08-23T07:12:06.994Z,MERCHANT_INVOICE: 36016.27 INR,"{""reference"":""ORD-7DKPOZOO""}"
tx_838d3d7o1p4,MERCHANT_LEDGER,ORD-1N0I7R51-1,2070713,INR,2026-08-10,2026-08-23T08:42:45.994Z,MERCHANT_LEDGER_SPLIT: 20707.13 INR,"{""reference"":""ORD-1N0I7R51-1""}"
tx_ewm9qogjd2b,MERCHANT_LEDGER,ORD-1N0I7R51-2,2070712,INR,2026-08-10,2026-08-23T08:56:07.994Z,MERCHANT_LEDGER_SPLIT: 20707.12 INR,"{""reference"":""ORD-1N0I7R51-2""}"
tx_b2dea60ulof,MERCHANT_LEDGER,ORD-GMFWMVM7,3997297,INR,2026-07-19,2026-08-23T09:55:58.994Z,MERCHANT_INVOICE: 39972.97 INR,"{""reference"":""ORD-GMFWMVM7""}"
tx_lyk4kesfwyj,MERCHANT_LEDGER,ORD-YTD898TK,3837548,INR,2026-08-11,2026-08-23T08:52:00.994Z,MERCHANT_INVOICE: 38375.48 INR,"{""reference"":""ORD-YTD898TK""}"
tx_nvvhfe4pe2i,MERCHANT_LEDGER,ORD-MTIUQFTL,3947766,INR,2026-08-16,2026-08-23T05:45:33.994Z,MERCHANT_INVOICE: 39477.66 INR,"{""reference"":""ORD-MTIUQFTL""}"
tx_x79dxromt3b,MERCHANT_LEDGER,ORD-N5XLAD62,2356346,INR,2026-07-19,2026-08-23T01:15:39.994Z,MERCHANT_INVOICE: 23563.46 INR,"{""reference"":""ORD-N5XLAD62""}"
tx_h4jm5zqnb9k,MERCHANT_LEDGER,ORD-FM1E6U76,2211741,INR,2026-07-11,2026-08-23T05:43:42.994Z,MERCHANT_INVOICE: 22117.41 INR,"{""reference"":""ORD-FM1E6U76""}"
tx_dtqiqo4joa6,MERCHANT_LEDGER,ORD-A9YRUAA7-1,756946,INR,2026-07-11,2026-08-23T05:40:03.994Z,MERCHANT_LEDGER_SPLIT: 7569.46 INR,"{""reference"":""ORD-A9YRUAA7-1""}"
tx_9fx6qle9dbh,MERCHANT_LEDGER,ORD-A9YRUAA7-2,756946,INR,2026-07-11,2026-08-23T04:58:38.994Z,MERCHANT_LEDGER_SPLIT: 7569.46 INR,"{""reference"":""ORD-A9YRUAA7-2""}"
tx_fgyy1lac3t5,MERCHANT_LEDGER,ORD-A9YRUAA7-3,756946,INR,2026-07-11,2026-08-23T04:57:28.994Z,MERCHANT_LEDGER_SPLIT: 7569.46 INR,"{""reference"":""ORD-A9YRUAA7-3""}"
tx_usa8gw9h0w,MERCHANT_LEDGER,ORD-A9YRUAA7-4,756946,INR,2026-07-11,2026-08-23T13:04:53.994Z,MERCHANT_LEDGER_SPLIT: 7569.46 INR,"{""reference"":""ORD-A9YRUAA7-4""}"
tx_81mmjmwcs4,MERCHANT_LEDGER,ORD-A9YRUAA7-5,756944,INR,2026-07-11,2026-08-23T13:29:40.994Z,MERCHANT_LEDGER_SPLIT: 7569.44 INR,"{""reference"":""ORD-A9YRUAA7-5""}"
tx_74n4lmvyuns,MERCHANT_LEDGER,ORD-HO8FKG07-1,972171,INR,2026-08-15,2026-08-23T10:46:48.994Z,MERCHANT_LEDGER_SPLIT: 9721.71 INR,"{""reference"":""ORD-HO8FKG07-1""}"
tx_fbzro85s7s,MERCHANT_LEDGER,ORD-HO8FKG07-2,972171,INR,2026-08-15,2026-08-23T13:50:18.994Z,MERCHANT_LEDGER_SPLIT: 9721.71 INR,"{""reference"":""ORD-HO8FKG07-2""}"
tx_cpsllgws4aw,MERCHANT_LEDGER,ORD-HO8FKG07-3,972170,INR,2026-08-15,2026-08-23T00:14:55.994Z,MERCHANT_LEDGER_SPLIT: 9721.7 INR,"{""reference"":""ORD-HO8FKG07-3""}"
tx_8hnq92awmz,MERCHANT_LEDGER,ORD-66N7JFL1,4354481,INR,2026-07-20,2026-08-23T02:18:10.994Z,MERCHANT_INVOICE: 43544.81 INR,"{""reference"":""ORD-66N7JFL1""}"
tx_kri4onqzn1,MERCHANT_LEDGER,ORD-YQD4I6D7,1108208,INR,2026-08-08,2026-08-22T23:58:25.994Z,MERCHANT_INVOICE: 11082.08 INR,"{""reference"":""ORD-YQD4I6D7""}"
tx_5tcvyk87ogn,MERCHANT_LEDGER,ORD-BX4NKMI5-1,1102242,INR,2026-07-25,2026-08-23T05:04:04.994Z,MERCHANT_LEDGER_SPLIT: 11022.42 INR,"{""reference"":""ORD-BX4NKMI5-1""}"
tx_x33yfbsnyr,MERCHANT_LEDGER,ORD-BX4NKMI5-2,1102242,INR,2026-07-25,2026-08-23T15:08:54.994Z,MERCHANT_LEDGER_SPLIT: 11022.42 INR,"{""reference"":""ORD-BX4NKMI5-2""}"
tx_0fx3ky5a47ij,MERCHANT_LEDGER,ORD-BX4NKMI5-3,1102242,INR,2026-07-25,2026-08-23T14:47:20.994Z,MERCHANT_LEDGER_SPLIT: 11022.42 INR,"{""reference"":""ORD-BX4NKMI5-3""}"
