"transactionRecordId","dataSource","externalReference","amountPaise","currencyCode","transactionDate","ingestedAt","rawDescription","rawPayload"
tx_f5c5qogvz7l,BANK_STATEMENT,UTRMMSJDQ3N,467598,INR,2026-07-15,2026-08-25T23:52:58.629Z,BANK_CREDIT_NET_REFUND: 4675.98 INR,"{""reference"":""UTRMMSJDQ3N""}"
tx_noru0acsl3a,BANK_STATEMENT,UTRCRRI4VKK,4214354,INR,2026-07-19,2026-08-26T13:47:48.629Z,BANK_CREDIT: 42143.54 INR,"{""reference"":""UTRCRRI4VKK""}"
tx_uzzzw8hagg,BANK_STATEMENT,UTRAI1999J8,4236508,INR,2026-07-16,2026-08-26T08:59:06.629Z,BANK_CREDIT: 42365.08 INR,"{""reference"":""UTRAI1999J8""}"
tx_3zpdrn1fb7c,BANK_STATEMENT, UTRPA72O83E ,2255949,INR,2026-08-09,2026-08-25T20:48:43.629Z,BANK_CREDIT_NET_REFUND: 22559.49 INR,"{""reference"":"" UTRPA72O83E ""}"
tx_bij3q8me8br,BANK_STATEMENT,UTRJX87OEZT,2181636,INR,2026-08-07,2026-08-26T11:34:45.629Z,BANK_CREDIT: 21816.36 INR,"{""reference"":""UTRJX87OEZT""}"
tx_mhb6m98qln,BANK_STATEMENT,UTR1HDPY7ER,3903109,INR,2026-07-31,2026-08-26T13:36:26.630Z,BANK_CREDIT: 39031.09 INR,"{""reference"":""UTR1HDPY7ER""}"
tx_m1x9vnxfq8b,BANK_STATEMENT,UTRQEHXVPAG,3800961,INR,2026-08-08,2026-08-26T06:58:40.630Z,BANK_CREDIT: 38009.61 INR,"{""reference"":""UTRQEHXVPAG""}"
tx_2lnpco8yu7k,BANK_STATEMENT,UTRGD53HKJ7,2992345,INR,2026-08-16,2026-08-26T13:38:58.630Z,BANK_CREDIT: 29923.45 INR,"{""reference"":""UTRGD53HKJ7""}"
tx_0zmzy27lis2,BANK_STATEMENT,UTRX8ZSPQT9,1970812,INR,2026-08-19,2026-08-26T08:47:21.630Z,BANK_CREDIT: 19708.12 INR,"{""reference"":""UTRX8ZSPQT9""}"
tx_wy7dyd2ce4,BANK_STATEMENT,UTROTHA4TP2,162748,INR,2026-08-16,2026-08-26T09:00:32.630Z,BANK_CREDIT: 1627.48 INR,"{""reference"":""UTROTHA4TP2""}"
tx_hkyaug1vbys,BANK_STATEMENT,UTRRL9UZF46,1900336,INR,2026-07-20,2026-08-26T14:03:35.630Z,BANK_CREDIT_NET_REFUND: 19003.36 INR,"{""reference"":""UTRRL9UZF46""}"
tx_lsnrhkqakek,BANK_STATEMENT,UTR8JZ7WUQ4,1164194,INR,2026-07-17,2026-08-26T16:20:01.630Z,BANK_CREDIT: 11641.94 INR,"{""reference"":""UTR8JZ7WUQ4""}"
tx_dglz64wbbt,BANK_STATEMENT,UTRFYL796KO,3655214,INR,2026-07-28,2026-08-26T14:10:35.630Z,BANK_CREDIT: 36552.14 INR,"{""reference"":""UTRFYL796KO""}"
tx_7tkgsuvx4a2,BANK_STATEMENT,UTRRRKXVJJE,255284,INR,2026-07-17,2026-08-26T12:04:59.630Z,BANK_CREDIT: 2552.84 INR,"{""reference"":""UTRRRKXVJJE""}"
tx_49kl8vgsk5v,BANK_STATEMENT,UTR87HQPLHL,452206,INR,2026-08-15,2026-08-25T19:00:42.630Z,BANK_CREDIT_BUNDLE: 4522.06 INR,"{""reference"":""UTR87HQPLHL""}"
tx_r9kjuhdnl,BANK_STATEMENT,UTRDZWM0217,3476319,INR,2026-07-20,2026-08-25T22:51:07.630Z,BANK_CREDIT: 34763.19 INR,"{""reference"":""UTRDZWM0217""}"
tx_xlbuittuzza,BANK_STATEMENT,UTRQK43P2HM,2923880,INR,2026-07-12,2026-08-26T06:56:04.630Z,BANK_CREDIT_BUNDLE: 29238.8 INR,"{""reference"":""UTRQK43P2HM""}"
tx_po4c8de6hto,BANK_STATEMENT,UTRI3309BRQ,4442191,INR,2026-08-13,2026-08-25T19:28:41.630Z,BANK_CREDIT: 44421.91 INR,"{""reference"":""UTRI3309BRQ""}"
tx_bmhw9vmtwje,BANK_STATEMENT,UTRDVHTLKB7,2203203,INR,2026-08-14,2026-08-25T23:21:27.630Z,BANK_CREDIT: 22032.03 INR,"{""reference"":""UTRDVHTLKB7""}"
tx_arob3o4mvo9,BANK_STATEMENT,UTRJKMANT46,2267520,INR,2026-07-31,2026-08-26T05:52:55.630Z,BANK_CREDIT_BUNDLE: 22675.2 INR,"{""reference"":""UTRJKMANT46""}"
tx_g6l8eh6om0v,BANK_STATEMENT,UTR8P1PZBSM,2536398,INR,2026-07-29,2026-08-26T07:33:53.630Z,BANK_CREDIT: 25363.98 INR,"{""reference"":""UTR8P1PZBSM""}"
tx_h2r6rtpo9lk,BANK_STATEMENT,LW15EP4I,291353,INR,2026-07-19,2026-08-26T11:32:09.630Z,BANK_CREDIT: 2913.53 INR,"{""reference"":""LW15EP4I""}"
tx_diyje2tdmg,BANK_STATEMENT,UTRWPX2QNY7,1236306,INR,2026-07-27,2026-08-25T09:36:05.630Z,BANK_CREDIT: 12363.06 INR,"{""sourceAccountNumber"":""acc_0HFXLHZCLAS8""}"
tx_uq2vn840w1c,BANK_STATEMENT,UTR1EIW78AI,3261530,INR,2026-07-31,2026-08-26T07:04:22.630Z,BANK_CREDIT: 32615.3 INR,"{""reference"":""UTR1EIW78AI""}"
tx_x17snwmvnbk,BANK_STATEMENT,UTRD7IMBBFI,2266462,INR,2026-07-24,2026-08-26T10:51:26.631Z,BANK_CREDIT_NET_REFUND: 22664.62 INR,"{""reference"":""UTRD7IMBBFI""}"
tx_oxuftf1fot,BANK_STATEMENT,UTRXANFT8Z6,844943,INR,2026-07-31,2026-08-26T09:04:56.631Z,BANK_CREDIT: 8449.43 INR,"{""reference"":""UTRXANFT8Z6""}"
tx_b2h75xsatt6,BANK_STATEMENT,UTRA1EJPJH0,4083319,INR,2026-07-30,2026-08-26T01:21:27.631Z,BANK_CREDIT: 40833.19 INR,"{""reference"":""UTRA1EJPJH0""}"
tx_voojznmrgca,BANK_STATEMENT,UTRJB3GHIJ3,1432133,INR,2026-08-17,2026-08-26T06:02:27.631Z,BANK_CREDIT_BUNDLE: 14321.33 INR,"{""reference"":""UTRJB3GHIJ3""}"
tx_08jqgvmhev2v,BANK_STATEMENT,UTRC47T847C,3363801,INR,2026-08-24,2026-08-25T22:51:37.631Z,BANK_CREDIT_BUNDLE: 33638.01 INR,"{""reference"":""UTRC47T847C""}"
tx_8uhym6lams7,BANK_STATEMENT,UTRB24OVGUG,611362,INR,2026-07-11,2026-08-26T01:46:19.631Z,BANK_CREDIT_BUNDLE: 6113.62 INR,"{""reference"":""UTRB24OVGUG""}"
tx_j2azt3jdjod,BANK_STATEMENT,UTR5QML6PEQ,1568738,INR,2026-07-15,2026-08-25T22:49:12.631Z,BANK_CREDIT_NET_REFUND: 15687.38 INR,"{""reference"":""UTR5QML6PEQ""}"
tx_69bcjlwjqtv,BANK_STATEMENT,UTRUSF0LWHE,1196063,INR,2026-08-18,2026-08-26T17:34:06.631Z,BANK_CREDIT: 11960.63 INR,"{""reference"":""UTRUSF0LWHE""}"
tx_lz8zzxboc6d,BANK_STATEMENT,UTRCZ9JXBWG,2626079,INR,2026-08-02,2026-08-26T18:06:52.631Z,BANK_CREDIT: 26260.79 INR,"{""reference"":""UTRCZ9JXBWG""}"
tx_q09jtl91y7,BANK_STATEMENT,UTR51PAFVLJ,2530007,INR,2026-07-31,2026-08-26T05:47:13.631Z,BANK_CREDIT_BUNDLE: 25300.07 INR,"{""reference"":""UTR51PAFVLJ""}"
tx_nyf7v56ccpq,BANK_STATEMENT,UTR1DK1QNMW,1935533,INR,2026-07-12,2026-08-26T05:16:38.631Z,BANK_CREDIT: 19355.33 INR,"{""reference"":""UTR1DK1QNMW""}"
tx_cvyogvn4tbh,BANK_STATEMENT,UTRWLC2TC41,1497048,INR,2026-07-24,2026-08-26T10:57:07.631Z,BANK_CREDIT_NET_REFUND: 14970.48 INR,"{""reference"":""UTRWLC2TC41""}"
tx_hmrefu00o05,BANK_STATEMENT,UTRY0BGQBZC,2296000,INR,2026-08-23,2026-08-26T09:14:28.631Z,BANK_CREDIT_BUNDLE: 22960 INR,"{""reference"":""UTRY0BGQBZC""}"
tx_svk2r199kr8,BANK_STATEMENT,UTRKWXVJC2Z,3765058,INR,2026-07-25,2026-08-25T22:11:40.631Z,BANK_CREDIT: 37650.58 INR,"{""reference"":""UTRKWXVJC2Z""}"
tx_nva3z3ozd6,BANK_STATEMENT,UTRBAA6BDFR,1318813,INR,2026-08-12,2026-08-26T14:43:17.631Z,BANK_CREDIT: 13188.13 INR,"{""reference"":""UTRBAA6BDFR""}"
tx_e0y4tkrjdoc,BANK_STATEMENT,UTR2MM5MOD8,3891983,INR,2026-07-31,2026-08-26T11:16:04.631Z,BANK_CREDIT: 38919.83 INR,"{""reference"":""UTR2MM5MOD8""}"
tx_gz2aajfz1xn,BANK_STATEMENT,UTR9XMV527T,839202,INR,2026-07-29,2026-08-26T05:16:50.631Z,BANK_CREDIT: 8392.02 INR,"{""reference"":""UTR9XMV527T""}"
tx_36wu7md84yc,BANK_STATEMENT,UTR81XAB3JV,303783,INR,2026-07-19,2026-08-26T00:00:25.631Z,BANK_CREDIT: 3037.83 INR,"{""reference"":""UTR81XAB3JV""}"
tx_sp7vnmwdndi,BANK_STATEMENT,UTRM9QJW7Q3,2603943,INR,2026-07-12,2026-08-25T18:48:18.631Z,BANK_CREDIT: 26039.43 INR,"{""reference"":""UTRM9QJW7Q3""}"
tx_ehykt6t294w,BANK_STATEMENT,UTRJPUOCT3V,3294460,INR,2026-07-12,2026-08-26T15:24:46.631Z,BANK_CREDIT: 32944.6 INR,"{""reference"":""UTRJPUOCT3V""}"
tx_04mq6o1umdsr,BANK_STATEMENT,UTRAC5PDQRY,4093440,INR,2026-08-10,2026-08-26T02:53:06.631Z,BANK_CREDIT_BUNDLE: 40934.4 INR,"{""reference"":""UTRAC5PDQRY""}"
tx_btq0k288yrd,BANK_STATEMENT,UTROGMH0Z9R,4008929,INR,2026-07-29,2026-08-25T20:19:15.631Z,BANK_CREDIT: 40089.29 INR,"{""reference"":""UTROGMH0Z9R""}"
tx_uel54kh2vb,BANK_STATEMENT,UTRFCZRDP3W,1992852,INR,2026-08-20,2026-08-26T00:43:16.631Z,BANK_CREDIT_BUNDLE: 19928.52 INR,"{""reference"":""UTRFCZRDP3W""}"
tx_3311k5urfzw,BANK_STATEMENT,UTRCKPI5IMY,3753157,INR,2026-08-22,2026-08-25T20:18:14.631Z,BANK_CREDIT: 37531.57 INR,"{""reference"":""UTRCKPI5IMY""}"
tx_549hzzq5km,BANK_STATEMENT,UTR50VGJ4EE,3741974,INR,2026-08-15,2026-08-25T23:39:16.631Z,BANK_CREDIT: 37419.74 INR,"{""reference"":""UTR50VGJ4EE""}"
tx_e5enthn3yvv,BANK_STATEMENT,UTRBYRAM0IG,1163708,INR,2026-07-29,2026-08-26T18:14:28.631Z,BANK_CREDIT: 11637.08 INR,"{""reference"":""UTRBYRAM0IG""}"
tx_mgqoy80qn4p,BANK_STATEMENT,UTRS5OUNMZH,2597651,INR,2026-08-09,2026-08-25T22:26:14.632Z,BANK_CREDIT: 25976.51 INR,"{""reference"":""UTRS5OUNMZH""}"
tx_h38rgbp4iks,BANK_STATEMENT,UTRMREEUV2C,1410368,INR,2026-08-02,2026-08-26T03:56:10.632Z,BANK_CREDIT_BUNDLE: 14103.68 INR,"{""reference"":""UTRMREEUV2C""}"
tx_c997zkto8c8,BANK_STATEMENT,HEIYZMJK,240343,INR,2026-07-26,2026-08-26T06:27:13.632Z,BANK_CREDIT_BUNDLE: 2403.43 INR,"{""reference"":""HEIYZMJK""}"
tx_56eitc8niot,BANK_STATEMENT,UTRPDSH75LZ,3335208,INR,2026-08-09,2026-08-25T22:37:00.632Z,BANK_CREDIT_BUNDLE: 33352.08 INR,"{""reference"":""UTRPDSH75LZ""}"
tx_i5vwg0d2d8l,BANK_STATEMENT,UTRNPZKN1U5,4217649,INR,2026-08-07,2026-08-26T07:59:37.632Z,BANK_CREDIT: 42176.49 INR,"{""reference"":""UTRNPZKN1U5""}"
tx_ns7ipqyzubd,BANK_STATEMENT,UTRJN793N2V,4100777,INR,2026-07-19,2026-08-25T23:49:49.632Z,BANK_CREDIT_BUNDLE: 41007.77 INR,"{""reference"":""UTRJN793N2V""}"
tx_l80grytffx,BANK_STATEMENT,UTRN6Z423SA,1316890,INR,2026-07-30,2026-08-26T04:39:31.632Z,BANK_CREDIT: 13168.9 INR,"{""reference"":""UTRN6Z423SA""}"
tx_4ekwej8emfj,BANK_STATEMENT,UTRO9M3W7Q6,2252243,INR,2026-07-20,2026-08-26T09:10:22.632Z,BANK_CREDIT_BUNDLE: 22522.43 INR,"{""reference"":""UTRO9M3W7Q6""}"
tx_nbvhr52tbnd,BANK_STATEMENT,UTRHVZ4J0DF,3106134,INR,2026-08-03,2026-08-26T05:41:26.632Z,BANK_CREDIT_NET_REFUND: 31061.34 INR,"{""reference"":""UTRHVZ4J0DF""}"
tx_kkylvc1un09,BANK_STATEMENT,UTRBPGPL7P6,2191298,INR,2026-08-06,2026-08-26T14:04:00.632Z,BANK_CREDIT_BUNDLE: 21912.98 INR,"{""reference"":""UTRBPGPL7P6""}"
tx_9q26498a1jo,BANK_STATEMENT,UTRQ435M2JZ,3048307,INR,2026-07-28,2026-08-26T02:10:53.632Z,BANK_CREDIT_BUNDLE: 30483.07 INR,"{""reference"":""UTRQ435M2JZ""}"
tx_87696rxlde6,BANK_STATEMENT,UTRJV2HS0UO,1129306,INR,2026-08-04,2026-08-26T16:07:28.632Z,BANK_CREDIT: 11293.06 INR,"{""reference"":""UTRJV2HS0UO""}"
tx_qo3cwmcc2n,BANK_STATEMENT,UTRDXUJN24U,4414723,INR,2026-08-12,2026-08-25T08:47:43.632Z,BANK_CREDIT: 44147.23 INR,"{""sourceAccountNumber"":""acc_D2FNSG2HCH""}"
tx_ryfinon85h,BANK_STATEMENT,UTRVWF4RMWS,2884736,INR,2026-08-25,2026-08-25T18:50:10.632Z,BANK_CREDIT_BUNDLE: 28847.36 INR,"{""reference"":""UTRVWF4RMWS""}"
tx_e4a7sa9jxgo,BANK_STATEMENT,UTR8HJFY7RS,820500,INR,2026-08-21,2026-08-26T13:33:27.632Z,BANK_CREDIT: 8205 INR,"{""reference"":""UTR8HJFY7RS""}"
tx_tpz5yawfwd,BANK_STATEMENT,UTRW88SPFNP,3846642,INR,2026-08-01,2026-08-26T02:52:42.632Z,BANK_CREDIT_BUNDLE: 38466.42 INR,"{""reference"":""UTRW88SPFNP""}"
tx_ygjuw7n2cg,BANK_STATEMENT,UTR77HOZXIJ,824422,INR,2026-08-21,2026-08-26T15:23:29.632Z,BANK_CREDIT_NET_REFUND: 8244.22 INR,"{""reference"":""UTR77HOZXIJ""}"
tx_z1a38fbyth,BANK_STATEMENT,UTR1KADL1XT,2132440,INR,2026-08-16,2026-08-26T17:20:25.633Z,BANK_CREDIT_BUNDLE: 21324.4 INR,"{""reference"":""UTR1KADL1XT""}"
tx_qk0yoyay6s,BANK_STATEMENT,UTRVXBMDHAJ,3021424,INR,2026-08-03,2026-08-26T13:55:33.633Z,BANK_CREDIT_BUNDLE: 30214.24 INR,"{""reference"":""UTRVXBMDHAJ""}"
tx_qlj42sg2wdf,BANK_STATEMENT,UTRW0S19SC7,1351475,INR,2026-07-20,2026-08-25T21:24:05.633Z,BANK_CREDIT: 13514.75 INR,"{""reference"":""UTRW0S19SC7""}"
tx_wlnaexpwu4p,BANK_STATEMENT,UTRCAHQEMK3,2623988,INR,2026-07-14,2026-08-26T13:35:52.633Z,BANK_CREDIT_BUNDLE: 26239.88 INR,"{""reference"":""UTRCAHQEMK3""}"
tx_pu42f11bn2,BANK_STATEMENT,UTRLD4O8Z8W,3444147,INR,2026-08-03,2026-08-26T04:05:50.633Z,BANK_CREDIT: 34441.47 INR,"{""reference"":""UTRLD4O8Z8W""}"
tx_hq2hexz6rgi,BANK_STATEMENT,UTR1CERZ25W,1805161,INR,2026-07-31,2026-08-25T21:53:26.633Z,BANK_CREDIT_BUNDLE: 18051.61 INR,"{""reference"":""UTR1CERZ25W""}"
tx_xjw0um02l6,BANK_STATEMENT,UTRXMBQQT8Q,2990132,INR,2026-08-02,2026-08-26T06:24:41.633Z,BANK_CREDIT_BUNDLE: 29901.32 INR,"{""reference"":""UTRXMBQQT8Q""}"
tx_sovnm4ny0uc,BANK_STATEMENT,UTRJLC2CRMN,2873713,INR,2026-08-17,2026-08-26T16:02:46.633Z,BANK_CREDIT_NET_REFUND: 28737.13 INR,"{""reference"":""UTRJLC2CRMN""}"
tx_af7xk2pncvv,BANK_STATEMENT,UTRCKQGSZM6,3775554,INR,2026-08-10,2026-08-26T17:38:10.633Z,BANK_CREDIT: 37755.54 INR,"{""reference"":""UTRCKQGSZM6""}"
tx_i6q5v8pcfhc,BANK_STATEMENT,UTRB64IGPRF,4369575,INR,2026-07-15,2026-08-26T05:15:43.633Z,BANK_CREDIT: 43695.75 INR,"{""reference"":""UTRB64IGPRF""}"
tx_mjggjrrlpok,BANK_STATEMENT,UTR1STRAWT7,1326284,INR,2026-08-17,2026-08-26T17:34:14.633Z,BANK_CREDIT_BUNDLE: 13262.84 INR,"{""reference"":""UTR1STRAWT7""}"
tx_fs38q31vryw,BANK_STATEMENT,UTRMG71RXF3,164157,INR,2026-07-17,2026-08-26T00:21:04.633Z,BANK_CREDIT_BUNDLE: 1641.57 INR,"{""reference"":""UTRMG71RXF3""}"
tx_yismstmg2ks,BANK_STATEMENT,UTR11BU68LK,2713979,INR,2026-07-25,2026-08-26T11:21:22.633Z,BANK_CREDIT_BUNDLE: 27139.79 INR,"{""reference"":""UTR11BU68LK""}"
tx_sbslkqvpv8,BANK_STATEMENT,UTRGDK16Q3J,4279301,INR,2026-08-10,2026-08-25T22:03:43.633Z,BANK_CREDIT_BUNDLE: 42793.01 INR,"{""reference"":""UTRGDK16Q3J""}"
tx_0ghamceniyja,BANK_STATEMENT,UTR1PZLWIMJ,2952929,INR,2026-08-18,2026-08-26T02:05:28.633Z,BANK_CREDIT: 29529.29 INR,"{""reference"":""UTR1PZLWIMJ""}"
tx_qa7nt64j48,BANK_STATEMENT,UTRD2H30G8P,2024446,INR,2026-08-03,2026-08-25T20:29:37.633Z,BANK_CREDIT_NET_REFUND: 20244.46 INR,"{""reference"":""UTRD2H30G8P""}"
tx_g8jusam8psq,BANK_STATEMENT,UTRESLKHQVN,188396,INR,2026-08-05,2026-08-26T11:33:11.633Z,BANK_CREDIT_BUNDLE: 1883.96 INR,"{""reference"":""UTRESLKHQVN""}"
tx_9c1xlfxpkgs,BANK_STATEMENT,UTRWKW0ZOKS,2458688,INR,2026-07-22,2026-08-24T19:22:40.633Z,BANK_CREDIT: 24586.88 INR,"{""sourceAccountNumber"":""acc_VZ7I0WWKZCI""}"
tx_vyq19b30mlf,BANK_STATEMENT,UTRCTF0AZ6G,2215025,INR,2026-07-18,2026-08-26T00:05:04.633Z,BANK_CREDIT_NET_REFUND: 22150.25 INR,"{""reference"":""UTRCTF0AZ6G""}"
tx_trax8dektq8,BANK_STATEMENT,UTRSDCOVC3M,1995728,INR,2026-08-20,2026-08-26T15:03:58.633Z,BANK_CREDIT: 19957.28 INR,"{""reference"":""UTRSDCOVC3M""}"
tx_g9fe7tatd6v,BANK_STATEMENT,UTRPT9830FU,2552418,INR,2026-07-24,2026-08-25T21:21:33.633Z,BANK_CREDIT_NET_REFUND: 25524.18 INR,"{""reference"":""UTRPT9830FU""}"
tx_1u1obnbsu6u,BANK_STATEMENT,UTRO65DJ6DB,359546,INR,2026-07-26,2026-08-26T08:39:49.633Z,BANK_CREDIT: 3595.46 INR,"{""reference"":""UTRO65DJ6DB""}"
tx_aw3as8rnr1s,BANK_STATEMENT,UTRHTSYLTT1,4424133,INR,2026-08-17,2026-08-26T05:28:37.633Z,BANK_CREDIT: 44241.33 INR,"{""reference"":""UTRHTSYLTT1""}"
tx_hpow5wo3zin,BANK_STATEMENT,UTRS2U28NKZ,1967537,INR,2026-08-13,2026-08-26T03:47:21.634Z,BANK_CREDIT_NET_REFUND: 19675.37 INR,"{""reference"":""UTRS2U28NKZ""}"
tx_j45sihh4hj,BANK_STATEMENT,UTRZV5D7KVA,1987278,INR,2026-07-15,2026-08-25T20:55:07.634Z,BANK_CREDIT: 19872.78 INR,"{""reference"":""UTRZV5D7KVA""}"
tx_afkdjgeedv,BANK_STATEMENT,UTRIHUCMJRJ,844740,INR,2026-07-13,2026-08-26T01:45:02.634Z,BANK_CREDIT: 8447.4 INR,"{""reference"":""UTRIHUCMJRJ""}"
tx_ic5w86xrlg,BANK_STATEMENT,UTRNTIPS8JM,1345914,INR,2026-07-20,2026-08-26T07:38:21.634Z,BANK_CREDIT: 13459.14 INR,"{""reference"":""UTRNTIPS8JM""}"
tx_cwd0obxtfa,BANK_STATEMENT,UTRXXORQX8A,3239671,INR,2026-07-17,2026-08-26T00:42:36.634Z,BANK_CREDIT: 32396.71 INR,"{""reference"":""UTRXXORQX8A""}"
tx_2bhdi1bv6gk,BANK_STATEMENT,UTR1FUYGIX1,2593255,INR,2026-07-13,2026-08-26T10:51:46.634Z,BANK_CREDIT_BUNDLE: 25932.55 INR,"{""reference"":""UTR1FUYGIX1""}"
tx_fj0xzrg1s8r,BANK_STATEMENT,UTRQBGPJHV7,2891807,INR,2026-08-11,2026-08-26T08:44:25.634Z,BANK_CREDIT: 28918.07 INR,"{""reference"":""UTRQBGPJHV7""}"
tx_zi9nnfzqugn,BANK_STATEMENT,UTRG5T4EHFL,2386031,INR,2026-08-14,2026-08-26T00:39:39.634Z,BANK_CREDIT: 23860.31 INR,"{""reference"":""UTRG5T4EHFL""}"
tx_e64pyza2kuu,BANK_STATEMENT,UTREL6WCEN3,2918135,INR,2026-07-22,2026-08-26T17:26:00.634Z,BANK_CREDIT: 29181.35 INR,"{""reference"":""UTREL6WCEN3""}"
tx_ld07zksn3g,BANK_STATEMENT,UTRZ0RLCJ3G,4234877,INR,2026-07-27,2026-08-26T14:53:35.634Z,BANK_CREDIT: 42348.77 INR,"{""reference"":""UTRZ0RLCJ3G""}"
tx_cw1iql7p8xu,BANK_STATEMENT,UTR4D6HKGX8,1530516,INR,2026-08-03,2026-08-26T01:00:25.634Z,BANK_CREDIT: 15305.16 INR,"{""reference"":""UTR4D6HKGX8""}"
tx_lybwg5k7qz,BANK_STATEMENT,UTR2ZBK4775,3739735,INR,2026-07-16,2026-08-26T11:47:52.634Z,BANK_CREDIT: 37397.35 INR,"{""reference"":""UTR2ZBK4775""}"
tx_pcdm9z1mu2h,BANK_STATEMENT,UTRS8YD5DGZ,2709750,INR,2026-08-14,2026-08-26T16:41:09.634Z,BANK_CREDIT: 27097.5 INR,"{""reference"":""UTRS8YD5DGZ""}"
tx_sn3gtwdtxp,BANK_STATEMENT,UTRBJYLD1M7,1783170,INR,2026-08-16,2026-08-26T16:44:05.634Z,BANK_CREDIT: 17831.7 INR,"{""reference"":""UTRBJYLD1M7""}"
tx_x1zbh7qni6o,BANK_STATEMENT,UTRWXFF45FA,3830215,INR,2026-08-01,2026-08-26T07:26:24.634Z,BANK_CREDIT_BUNDLE: 38302.15 INR,"{""reference"":""UTRWXFF45FA""}"
tx_nrbuu24l4s,BANK_STATEMENT,UTRFU94NHR0,347103,INR,2026-08-08,2026-08-26T13:51:42.634Z,BANK_CREDIT_NET_REFUND: 3471.03 INR,"{""reference"":""UTRFU94NHR0""}"
tx_9wpr585cp6a,BANK_STATEMENT,UTRCRIFPB7B,3281458,INR,2026-07-21,2026-08-26T12:23:16.634Z,BANK_CREDIT_BUNDLE: 32814.58 INR,"{""reference"":""UTRCRIFPB7B""}"
tx_kv9dlcqj4e8,BANK_STATEMENT,UTRYMQSU75E,3967996,INR,2026-08-24,2026-08-26T08:19:33.634Z,BANK_CREDIT: 39679.96 INR,"{""reference"":""UTRYMQSU75E""}"
tx_gf1rx944rf,BANK_STATEMENT,UTRJ0YSXSPF,1732887,INR,2026-08-10,2026-08-25T23:43:29.634Z,BANK_CREDIT: 17328.87 INR,"{""reference"":""UTRJ0YSXSPF""}"
tx_ga0v68ogucd,BANK_STATEMENT,UTRXTSP77SO,157607,INR,2026-08-02,2026-08-25T19:54:21.634Z,BANK_CREDIT: 1576.07 INR,"{""reference"":""UTRXTSP77SO""}"
tx_5ovpddy0cmw,BANK_STATEMENT,UTR6JVMYJHJ,1199646,INR,2026-08-16,2026-08-26T03:42:40.634Z,BANK_CREDIT: 11996.46 INR,"{""reference"":""UTR6JVMYJHJ""}"
tx_t2m9vcrhnpm,BANK_STATEMENT,UTRA5ZTI2K3,1201462,INR,2026-07-17,2026-08-25T19:45:07.634Z,BANK_CREDIT: 12014.62 INR,"{""reference"":""UTRA5ZTI2K3""}"
tx_30t3h1sxv5c,BANK_STATEMENT,UTR2KEZLI1Z,2096219,INR,2026-07-15,2026-08-25T09:07:29.634Z,BANK_CREDIT: 20962.19 INR,"{""sourceAccountNumber"":""acc_7N2L9FS71BI""}"
tx_38s3zgwa59j,BANK_STATEMENT,UTRH3H6AIVN,571567,INR,2026-08-05,2026-08-25T20:15:39.634Z,BANK_CREDIT: 5715.67 INR,"{""reference"":""UTRH3H6AIVN""}"
